@relation ArticularyWordRecognition_channel_6

@attribute channel_6_0 numeric
@attribute channel_6_1 numeric
@attribute channel_6_2 numeric
@attribute channel_6_3 numeric
@attribute channel_6_4 numeric
@attribute channel_6_5 numeric
@attribute channel_6_6 numeric
@attribute channel_6_7 numeric
@attribute channel_6_8 numeric
@attribute channel_6_9 numeric
@attribute channel_6_10 numeric
@attribute channel_6_11 numeric
@attribute channel_6_12 numeric
@attribute channel_6_13 numeric
@attribute channel_6_14 numeric
@attribute channel_6_15 numeric
@attribute channel_6_16 numeric
@attribute channel_6_17 numeric
@attribute channel_6_18 numeric
@attribute channel_6_19 numeric
@attribute channel_6_20 numeric
@attribute channel_6_21 numeric
@attribute channel_6_22 numeric
@attribute channel_6_23 numeric
@attribute channel_6_24 numeric
@attribute channel_6_25 numeric
@attribute channel_6_26 numeric
@attribute channel_6_27 numeric
@attribute channel_6_28 numeric
@attribute channel_6_29 numeric
@attribute channel_6_30 numeric
@attribute channel_6_31 numeric
@attribute channel_6_32 numeric
@attribute channel_6_33 numeric
@attribute channel_6_34 numeric
@attribute channel_6_35 numeric
@attribute channel_6_36 numeric
@attribute channel_6_37 numeric
@attribute channel_6_38 numeric
@attribute channel_6_39 numeric
@attribute channel_6_40 numeric
@attribute channel_6_41 numeric
@attribute channel_6_42 numeric
@attribute channel_6_43 numeric
@attribute channel_6_44 numeric
@attribute channel_6_45 numeric
@attribute channel_6_46 numeric
@attribute channel_6_47 numeric
@attribute channel_6_48 numeric
@attribute channel_6_49 numeric
@attribute channel_6_50 numeric
@attribute channel_6_51 numeric
@attribute channel_6_52 numeric
@attribute channel_6_53 numeric
@attribute channel_6_54 numeric
@attribute channel_6_55 numeric
@attribute channel_6_56 numeric
@attribute channel_6_57 numeric
@attribute channel_6_58 numeric
@attribute channel_6_59 numeric
@attribute channel_6_60 numeric
@attribute channel_6_61 numeric
@attribute channel_6_62 numeric
@attribute channel_6_63 numeric
@attribute channel_6_64 numeric
@attribute channel_6_65 numeric
@attribute channel_6_66 numeric
@attribute channel_6_67 numeric
@attribute channel_6_68 numeric
@attribute channel_6_69 numeric
@attribute channel_6_70 numeric
@attribute channel_6_71 numeric
@attribute channel_6_72 numeric
@attribute channel_6_73 numeric
@attribute channel_6_74 numeric
@attribute channel_6_75 numeric
@attribute channel_6_76 numeric
@attribute channel_6_77 numeric
@attribute channel_6_78 numeric
@attribute channel_6_79 numeric
@attribute channel_6_80 numeric
@attribute channel_6_81 numeric
@attribute channel_6_82 numeric
@attribute channel_6_83 numeric
@attribute channel_6_84 numeric
@attribute channel_6_85 numeric
@attribute channel_6_86 numeric
@attribute channel_6_87 numeric
@attribute channel_6_88 numeric
@attribute channel_6_89 numeric
@attribute channel_6_90 numeric
@attribute channel_6_91 numeric
@attribute channel_6_92 numeric
@attribute channel_6_93 numeric
@attribute channel_6_94 numeric
@attribute channel_6_95 numeric
@attribute channel_6_96 numeric
@attribute channel_6_97 numeric
@attribute channel_6_98 numeric
@attribute channel_6_99 numeric
@attribute channel_6_100 numeric
@attribute channel_6_101 numeric
@attribute channel_6_102 numeric
@attribute channel_6_103 numeric
@attribute channel_6_104 numeric
@attribute channel_6_105 numeric
@attribute channel_6_106 numeric
@attribute channel_6_107 numeric
@attribute channel_6_108 numeric
@attribute channel_6_109 numeric
@attribute channel_6_110 numeric
@attribute channel_6_111 numeric
@attribute channel_6_112 numeric
@attribute channel_6_113 numeric
@attribute channel_6_114 numeric
@attribute channel_6_115 numeric
@attribute channel_6_116 numeric
@attribute channel_6_117 numeric
@attribute channel_6_118 numeric
@attribute channel_6_119 numeric
@attribute channel_6_120 numeric
@attribute channel_6_121 numeric
@attribute channel_6_122 numeric
@attribute channel_6_123 numeric
@attribute channel_6_124 numeric
@attribute channel_6_125 numeric
@attribute channel_6_126 numeric
@attribute channel_6_127 numeric
@attribute channel_6_128 numeric
@attribute channel_6_129 numeric
@attribute channel_6_130 numeric
@attribute channel_6_131 numeric
@attribute channel_6_132 numeric
@attribute channel_6_133 numeric
@attribute channel_6_134 numeric
@attribute channel_6_135 numeric
@attribute channel_6_136 numeric
@attribute channel_6_137 numeric
@attribute channel_6_138 numeric
@attribute channel_6_139 numeric
@attribute channel_6_140 numeric
@attribute channel_6_141 numeric
@attribute channel_6_142 numeric
@attribute channel_6_143 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0}

@data
0.88441,0.85476,0.85476,0.8214,0.8214,1.3515,1.3515,1.0753,1.0753,1.0994,0.71389,0.71389,0.72316,0.72316,1.105,1.105,0.88812,0.88812,1.2273,1.042,1.042,0.88256,0.88256,0.8492,0.8492,0.97153,0.97153,0.92519,1.1328,1.1328,0.86588,0.86588,0.92705,0.92705,0.9567,0.9567,0.61566,0.83252,0.83252,0.90666,0.90666,1.029,1.029,1.0716,1.0716,1.0549,0.93075,0.93075,0.97894,0.97894,0.93817,0.93817,1.3311,1.3311,1.1847,0.90666,0.90666,1.0049,1.0049,0.87144,0.87144,0.62493,0.62493,0.70648,1.0234,1.0234,0.7732,0.7732,0.586,0.586,0.19121,0.19121,0.25237,0.33763,0.33763,-0.031213,-0.031213,-0.4742,-0.4742,-0.19432,-0.19432,-0.19803,-0.46864,-0.46864,-0.57614,-0.57614,-0.60024,-0.60024,-0.91719,-0.91719,-1.2137,-0.92089,-0.92089,-1.0784,-1.0784,-1.1081,-1.1081,-1.2378,-1.2378,-1.3528,-1.2341,-1.2341,-1.008,-1.008,-1.0655,-1.0655,-1.6586,-1.6586,-1.4399,-1.616,-1.616,-1.425,-1.425,-1.7327,-1.7327,-1.7605,-1.7605,-1.4862,-1.0859,-1.0859,-1.4806,-1.4806,-1.4288,-1.4288,-1.21,-1.21,-1.0506,-0.85417,-0.85417,-0.81339,-0.81339,-0.93572,-0.93572,-0.55205,-0.55205,-0.97279,-0.8208,-0.8208,-0.47605,-0.47605,-0.40933,-0.40933,-0.44269,-0.44269,1.0
2.6193,2.3884,2.3884,1.7403,1.7403,1.4296,1.4296,1.474,1.474,1.8957,1.8957,1.7004,0.39522,0.39522,0.81695,0.81695,1.4962,1.4962,1.7536,1.7536,0.7326,0.7326,0.69265,0.69265,1.2209,0.99008,0.99008,0.34639,0.34639,0.08003,0.08003,0.81251,0.81251,0.52396,0.52396,-0.47488,-0.60806,-0.60806,-0.022073,-0.022073,-0.63913,-0.63913,0.47069,0.47069,-0.38609,-0.38609,-0.28399,-0.28399,0.1333,0.14218,0.14218,-0.91437,-0.91437,-0.29287,-0.29287,-0.62581,-0.62581,-0.86109,-0.86109,-0.71904,0.004563,0.004563,0.057834,0.057834,-0.062026,-0.062026,-0.83002,-0.83002,-0.39941,-0.39941,-0.75011,-0.75011,-0.2396,-0.70128,-0.70128,-0.82114,-0.82114,-1.1319,-1.1319,-0.62137,-0.62137,-0.79451,-0.79451,-0.73236,-0.48376,-0.48376,-0.43936,-0.43936,-0.59918,-0.59918,-0.79451,-0.79451,0.4041,0.4041,-0.70572,-0.70572,-0.98095,-1.5003,-1.5003,-0.70572,-0.70572,-0.84334,-0.84334,-1.1852,-1.1852,-1.3539,-1.3539,-1.4382,-0.8167,-0.8167,-0.96764,-0.96764,-0.466,-0.466,-2.2639,-2.2639,-0.38609,-0.38609,-1.1363,-1.1363,-1.8644,-0.67464,-0.67464,-0.51039,-0.51039,0.14662,0.14662,0.084469,0.084469,0.63938,0.63938,0.24428,1.2919,1.2919,0.68821,0.68821,0.99008,0.99008,1.1144,1.1144,1.4473,1.4473,1.7936,1.7936,1.0
0.41161,0.29903,0.29903,0.20801,0.20801,0.75893,0.75893,0.86433,0.86433,0.6727,0.6727,0.65593,0.65593,0.41161,0.41161,0.95535,0.95535,0.4188,1.0344,1.0344,1.5973,1.5973,1.0152,1.0152,0.85714,0.85714,0.826,0.826,0.38287,0.38287,0.93139,0.93139,1.0368,1.0368,1.1182,1.1182,1.5709,1.5829,1.5829,1.3817,1.3817,1.3745,1.3745,1.2596,1.2596,0.83558,0.83558,0.7757,0.7757,1.2835,1.2835,1.0727,1.0727,1.4009,1.111,1.111,1.4033,1.4033,1.1326,1.1326,0.78528,0.78528,1.238,1.238,0.61282,0.61282,0.42359,0.42359,0.25592,0.25592,0.19364,0.19364,-0.23991,-0.16326,-0.16326,0.14573,0.14573,-0.19919,-0.19919,-0.2471,-0.2471,-1.0639,-1.0639,-0.32135,-0.32135,-1.1932,-1.1932,-1.8041,-1.8041,-0.92258,-1.1406,-1.1406,-1.5981,-1.5981,-1.2028,-1.2028,-1.234,-1.234,-1.416,-1.416,-1.4376,-1.4376,-1.1549,-1.1549,-1.1549,-1.1549,-0.81239,-0.81239,-1.5262,-0.76209,-0.76209,-1.2891,-1.2891,-1.4136,-1.4136,-1.3202,-1.3202,-0.98246,-0.98246,-1.0423,-1.0423,-1.1549,-1.1549,-0.99923,-0.99923,-1.1861,-1.1885,-1.1885,-0.63275,-0.63275,-0.85072,-0.85072,-0.56568,-0.56568,-0.78125,-0.78125,-0.26387,-0.26387,-0.62556,-0.62556,-0.21357,-0.21357,-0.22794,-0.22794,1.0
0.71071,1.1711,1.1711,0.95036,0.95036,1.1648,1.1648,0.74855,0.74855,1.2594,0.50259,0.50259,0.62872,0.62872,0.4143,0.4143,0.65395,0.65395,1.4107,1.3981,1.3981,0.67918,0.67918,0.46476,0.46476,0.57827,0.57827,1.0639,0.408,0.408,0.42692,0.42692,0.52782,0.52782,1.2341,1.2341,-1.0299,-0.41816,-0.41816,-0.13436,-0.13436,0.28817,0.28817,-0.046073,-0.046073,1.5053,-1.0173,-1.0173,1.19,1.19,0.086364,0.086364,1.417,1.417,1.5936,1.7261,1.7261,0.10528,0.10528,0.3134,0.3134,0.7044,0.7044,0.1179,0.88729,0.88729,-0.51906,-0.51906,-0.064992,-0.064992,-0.38662,-0.38662,0.47106,-0.75871,-0.75871,0.16835,0.16835,-0.14067,-0.14067,0.32601,0.32601,0.53413,-0.12175,-0.12175,1.4864,1.4864,1.7324,1.7324,1.0639,1.0639,0.55305,0.87468,0.87468,0.13682,0.13682,-0.28572,-0.28572,0.21249,0.21249,0.32601,-0.28572,-0.28572,-1.3515,-1.3515,-0.67042,-0.67042,-0.57582,-0.57582,-0.64519,-1.5786,-1.5786,-1.6732,-1.6732,0.30709,0.30709,-1.0803,-1.0803,-1.2506,-1.0866,-1.0866,-1.547,-1.547,-0.77132,-0.77132,-0.70826,-0.70826,-0.84069,-1.402,-1.402,-0.42446,-0.42446,-1.9696,-1.9696,-2.5876,-2.5876,-1.7362,-1.7741,-1.7741,-1.3326,-1.3326,-1.5786,-1.5786,-0.70826,-0.70826,1.0
-0.642,-0.059037,-0.059037,-1.2321,-1.2321,-0.84586,-0.22713,-0.22713,-1.2643,-1.2643,-0.50967,-0.81725,-0.81725,-0.60982,-0.60982,-0.24501,0.5597,0.5597,0.019646,0.019646,0.29861,0.29861,-0.26647,0.21635,0.21635,0.33438,0.33438,-0.28436,0.25569,0.25569,-0.49179,-0.49179,0.77071,0.19847,0.19847,-0.073343,-0.073343,0.45955,0.47744,0.47744,0.574,0.574,0.8172,0.8172,1.3608,0.60619,0.60619,1.6541,1.6541,1.182,1.4896,1.4896,1.0747,1.0747,1.4467,0.97099,0.97099,1.6362,1.6362,1.2035,1.2249,1.2249,1.6434,1.6434,1.7721,1.7721,0.92092,1.4824,1.4824,1.0997,1.0997,1.3143,1.0282,1.0282,0.92092,0.92092,1.1248,0.84939,0.84939,1.157,1.157,0.65984,0.65984,0.8637,0.49532,0.49532,0.20562,0.20562,-0.18421,0.19847,0.19847,-0.30581,-0.30581,-0.30939,-0.77076,-0.77076,-0.52756,-0.52756,-0.3988,-0.72426,-0.72426,-1.0211,-1.0211,-1.5719,-1.5719,-1.3931,-0.96389,-0.96389,-1.5325,-1.5325,-1.5826,-1.3645,-1.3645,-1.6398,-1.6398,-1.9725,-1.2679,-1.2679,-1.9546,-1.9546,-2.0404,-1.8258,-1.8258,-0.5812,-0.5812,-1.3895,-1.3895,-0.86017,-0.67777,-0.67777,-0.50967,-0.50967,0.31649,-0.84229,-0.84229,-0.23071,-0.23071,-0.18064,0.6813,0.6813,0.037528,0.037528,0.21278,0.21278,1.0
0.71075,0.71075,1.4781,1.4781,0.81205,0.81205,1.0982,1.0982,1.2654,1.2654,1.078,1.078,1.083,1.083,1.1084,1.1084,1.1134,1.1134,0.9716,0.9716,1.0071,1.0071,1.0729,1.0729,0.53601,0.53601,1.083,1.083,0.85004,0.85004,1.0501,1.0501,1.0906,1.0906,0.97413,0.97413,0.97413,1.3945,1.3945,1.0552,1.0552,0.65504,0.65504,1.1463,1.1463,0.71582,0.71582,1.1717,1.1717,1.3312,1.3312,0.99186,0.99186,0.2701,0.2701,0.55627,0.55627,0.72595,0.72595,0.51068,0.51068,0.40938,0.40938,0.28023,0.28023,0.08016,0.08016,0.17893,0.17893,-0.84673,-0.84673,-0.84673,-0.054062,-0.054062,-0.34277,-0.34277,-0.003412,-0.003412,-0.59601,-0.59601,-0.53017,-0.53017,-1.0443,-1.0443,-1.2646,-1.2646,-1.2924,-1.2924,-0.99615,-0.99615,-1.3228,-1.3228,-1.8699,-1.8699,-1.1684,-1.1684,-1.295,-1.295,-1.1177,-1.1177,-0.9531,-0.9531,-0.8518,-0.8518,-1.9028,-1.9028,-1.4013,-1.4013,-1.4013,-1.5128,-1.5128,-1.4419,-1.4419,-1.6521,-1.6521,-1.4165,-1.4165,-1.4191,-1.4191,-1.0265,-1.0265,-1.1278,-1.1278,-0.79608,-0.79608,-0.67452,-0.67452,-0.42127,-0.42127,-0.34023,-0.34023,-0.061659,-0.061659,-0.23893,-0.23893,0.22958,0.22958,0.5588,0.5588,0.61198,0.61198,0.24224,0.24224,0.24224,1.0
0.85337,0.95077,0.95077,0.68999,0.68999,1.0042,1.1676,1.1676,1.4629,1.4629,1.2555,1.2555,1.2304,1.2021,1.2021,1.3718,1.3718,0.41665,0.41665,0.91621,0.97905,0.97905,0.88793,0.88793,1.4535,1.4535,0.96962,0.19672,0.19672,1.6074,1.6074,0.83766,0.63344,0.63344,0.56746,0.56746,0.88479,0.88479,0.7277,1.0262,1.0262,0.75911,0.75911,0.39466,0.39466,1.1141,1.3561,1.3561,1.2681,1.2681,0.44807,0.44807,0.077325,0.64915,0.64915,0.55175,0.55175,-0.073485,0.30354,0.30354,0.3381,0.3381,0.25013,0.25013,-0.1049,-0.17088,-0.17088,-0.24001,-0.24001,0.19358,0.19358,0.027055,-0.10176,-0.10176,-0.51649,-0.51649,-0.10176,-0.10176,-0.23686,-0.34683,-0.34683,-1.4182,-1.4182,-1.0098,-1.0098,-0.64217,-1.0883,-1.0883,-1.3648,-1.3648,-1.525,-0.75527,-0.75527,-0.69558,-0.69558,-1.8581,-1.8581,-1.5407,-1.2234,-1.2234,-1.0506,-1.0506,-1.8644,-1.8644,-1.4151,-1.1197,-1.1197,-1.9083,-1.9083,-1.2737,-1.2737,-0.76156,-1.082,-1.082,-0.80554,-0.80554,-1.6664,-1.1637,-1.1637,-1.3994,-1.3994,-0.45365,-0.45365,-0.8998,-1.2328,-1.2328,-1.1134,-1.1134,-0.84011,-0.84011,0.096177,-0.41909,-0.41909,-0.060918,-0.060918,-0.15203,-0.15203,0.68371,1.0482,1.0482,1.1896,1.1896,1.4912,1.4912,1.0
0.063831,0.56141,0.56141,0.58856,0.58856,0.95948,0.95948,0.81473,0.81473,-0.18345,0.63379,0.63379,0.39555,0.39555,0.64585,0.64585,0.16938,0.16938,0.82981,0.82981,0.46491,0.93536,0.93536,0.65188,0.65188,0.66696,0.66696,0.18446,0.18446,0.92631,0.59459,0.59459,1.3274,1.3274,0.94742,0.94742,0.5584,0.5584,0.61871,0.61871,1.1857,0.68204,0.68204,0.85695,0.85695,1.0047,1.0047,0.68204,0.68204,0.63379,0.63379,1.1253,1.1223,1.1223,0.80267,0.80267,0.80568,0.80568,0.29302,0.29302,0.65792,0.82679,0.82679,0.16335,0.16335,0.76346,0.76346,0.51015,0.51015,0.39857,0.39857,-0.3855,-0.023623,-0.023623,0.22366,0.22366,-0.29503,-0.29503,-0.75643,-0.75643,-0.33122,-0.33122,-0.017591,-0.40661,-0.40661,-0.85594,-0.85594,-0.84991,-0.84991,-1.3777,-1.3777,-1.2118,-1.0851,-1.0851,-1.5646,-1.5646,-1.836,-1.836,-1.0278,-1.0278,-1.8632,-1.8632,-1.5586,-1.7154,-1.7154,-1.5556,-1.5556,-1.3867,-1.3867,-1.447,-1.447,-1.1696,-1.1696,-0.7323,-1.2088,-1.2088,-1.5767,-1.5767,-1.4892,-1.4892,-1.061,-1.061,-0.97054,-1.2661,-1.2661,-1.1726,-1.1726,-0.48803,-0.48803,-0.21059,-0.21059,-0.83483,-0.83483,0.4619,0.47698,0.47698,1.1555,1.1555,1.5355,1.5355,1.641,1.641,2.2803,2.2803,1.0
0.37646,0.37646,-0.27699,-0.27699,-0.15976,-0.15976,0.33304,0.33304,-0.20535,-0.20535,-0.10766,-0.10766,-0.09463,-0.09463,0.55447,0.55447,0.45027,0.45027,0.69124,0.69124,0.739,0.739,0.82583,0.82583,0.83669,0.83669,0.36777,0.36777,1.0842,1.0842,1.0733,1.0733,0.61526,0.61526,0.86491,0.86491,0.86491,0.7086,0.7086,0.73031,0.73031,1.0494,1.0494,1.4141,1.4141,0.97563,0.97563,1.3794,1.3794,1.3642,1.3642,1.4076,1.4076,1.1102,1.1102,1.488,1.488,1.3447,1.3447,0.99734,0.99734,1.2144,1.2144,1.2057,1.2057,0.86491,0.86491,1.3425,1.3425,1.1688,1.1688,1.1688,0.70643,0.70643,0.031282,0.031282,0.35909,0.35909,-0.17278,-0.17278,-0.15107,-0.15107,-0.85011,-0.85011,-0.73288,-0.73288,-0.1489,-0.1489,-1.0477,-1.0477,-1.4688,-1.4688,-1.1323,-1.1323,-1.3342,-1.3342,-1.56,-1.56,-1.725,-1.725,-1.5817,-1.5817,-1.7489,-1.7489,-1.7901,-1.7901,-1.3364,-1.3364,-1.3364,-1.3668,-1.3668,-1.1931,-1.1931,-1.4276,-1.4276,-1.2496,-1.2496,-1.1171,-1.1171,-1.23,-1.23,-1.1106,-1.1106,-1.1019,-1.1019,-0.96516,-0.96516,-0.55052,-0.55052,-0.44198,-0.44198,-0.83491,-0.83491,-0.19883,-0.19883,-0.13588,-0.13588,0.042137,0.042137,-0.022991,-0.022991,0.33738,0.33738,0.33738,1.0
1.7165,1.6831,1.6831,1.1807,1.1807,0.79712,0.79712,1.2912,1.2912,1.3246,1.3246,1.089,1.089,1.4267,1.4267,1.4121,1.4121,1.1098,1.1098,1.1703,1.1703,0.95139,0.95139,1.2558,1.2558,1.433,1.433,0.92637,0.92637,0.90136,0.90136,1.0869,1.0869,0.9493,0.9493,0.9368,0.82214,0.82214,1.0515,1.0515,0.69289,0.69289,0.80546,0.80546,0.63452,0.63452,0.78878,0.78878,1.0306,1.0306,0.93888,0.93888,0.49067,0.49067,0.74292,0.74292,0.68246,0.68246,0.14253,0.14253,0.53237,0.53237,0.70956,0.70956,0.83256,0.83256,0.28012,0.28012,0.19464,0.19464,-0.18477,-0.18477,0.10917,0.25927,0.25927,-0.23897,-0.23897,-0.28901,-0.28901,-0.44953,-0.44953,-0.37031,-0.37031,-0.49748,-0.49748,-0.038842,-0.038842,-0.80393,-0.80393,-1.0958,-1.0958,-0.69135,-0.69135,-0.78933,-0.78933,-0.58503,-0.58503,-0.58295,-0.58295,-0.94985,-0.94985,-0.83103,-0.83103,-0.91858,-0.91858,-1.0437,-1.0437,-1.3439,-0.96862,-0.96862,-1.1208,-1.1208,-1.5544,-1.5544,-1.1667,-1.1667,-1.5502,-1.5502,-1.1625,-1.1625,-1.2917,-1.2917,-1.5065,-1.5065,-1.3626,-1.3626,-1.0124,-1.0124,-1.373,-1.373,-1.1562,-1.1562,-1.2146,-1.2146,-1.1458,-1.1458,-1.3585,-1.3585,-0.96028,-0.96028,-1.2501,-1.2501,-0.81435,-0.81435,1.0
