@relation ArticularyWordRecognition_channel_5

@attribute channel_5_0 numeric
@attribute channel_5_1 numeric
@attribute channel_5_2 numeric
@attribute channel_5_3 numeric
@attribute channel_5_4 numeric
@attribute channel_5_5 numeric
@attribute channel_5_6 numeric
@attribute channel_5_7 numeric
@attribute channel_5_8 numeric
@attribute channel_5_9 numeric
@attribute channel_5_10 numeric
@attribute channel_5_11 numeric
@attribute channel_5_12 numeric
@attribute channel_5_13 numeric
@attribute channel_5_14 numeric
@attribute channel_5_15 numeric
@attribute channel_5_16 numeric
@attribute channel_5_17 numeric
@attribute channel_5_18 numeric
@attribute channel_5_19 numeric
@attribute channel_5_20 numeric
@attribute channel_5_21 numeric
@attribute channel_5_22 numeric
@attribute channel_5_23 numeric
@attribute channel_5_24 numeric
@attribute channel_5_25 numeric
@attribute channel_5_26 numeric
@attribute channel_5_27 numeric
@attribute channel_5_28 numeric
@attribute channel_5_29 numeric
@attribute channel_5_30 numeric
@attribute channel_5_31 numeric
@attribute channel_5_32 numeric
@attribute channel_5_33 numeric
@attribute channel_5_34 numeric
@attribute channel_5_35 numeric
@attribute channel_5_36 numeric
@attribute channel_5_37 numeric
@attribute channel_5_38 numeric
@attribute channel_5_39 numeric
@attribute channel_5_40 numeric
@attribute channel_5_41 numeric
@attribute channel_5_42 numeric
@attribute channel_5_43 numeric
@attribute channel_5_44 numeric
@attribute channel_5_45 numeric
@attribute channel_5_46 numeric
@attribute channel_5_47 numeric
@attribute channel_5_48 numeric
@attribute channel_5_49 numeric
@attribute channel_5_50 numeric
@attribute channel_5_51 numeric
@attribute channel_5_52 numeric
@attribute channel_5_53 numeric
@attribute channel_5_54 numeric
@attribute channel_5_55 numeric
@attribute channel_5_56 numeric
@attribute channel_5_57 numeric
@attribute channel_5_58 numeric
@attribute channel_5_59 numeric
@attribute channel_5_60 numeric
@attribute channel_5_61 numeric
@attribute channel_5_62 numeric
@attribute channel_5_63 numeric
@attribute channel_5_64 numeric
@attribute channel_5_65 numeric
@attribute channel_5_66 numeric
@attribute channel_5_67 numeric
@attribute channel_5_68 numeric
@attribute channel_5_69 numeric
@attribute channel_5_70 numeric
@attribute channel_5_71 numeric
@attribute channel_5_72 numeric
@attribute channel_5_73 numeric
@attribute channel_5_74 numeric
@attribute channel_5_75 numeric
@attribute channel_5_76 numeric
@attribute channel_5_77 numeric
@attribute channel_5_78 numeric
@attribute channel_5_79 numeric
@attribute channel_5_80 numeric
@attribute channel_5_81 numeric
@attribute channel_5_82 numeric
@attribute channel_5_83 numeric
@attribute channel_5_84 numeric
@attribute channel_5_85 numeric
@attribute channel_5_86 numeric
@attribute channel_5_87 numeric
@attribute channel_5_88 numeric
@attribute channel_5_89 numeric
@attribute channel_5_90 numeric
@attribute channel_5_91 numeric
@attribute channel_5_92 numeric
@attribute channel_5_93 numeric
@attribute channel_5_94 numeric
@attribute channel_5_95 numeric
@attribute channel_5_96 numeric
@attribute channel_5_97 numeric
@attribute channel_5_98 numeric
@attribute channel_5_99 numeric
@attribute channel_5_100 numeric
@attribute channel_5_101 numeric
@attribute channel_5_102 numeric
@attribute channel_5_103 numeric
@attribute channel_5_104 numeric
@attribute channel_5_105 numeric
@attribute channel_5_106 numeric
@attribute channel_5_107 numeric
@attribute channel_5_108 numeric
@attribute channel_5_109 numeric
@attribute channel_5_110 numeric
@attribute channel_5_111 numeric
@attribute channel_5_112 numeric
@attribute channel_5_113 numeric
@attribute channel_5_114 numeric
@attribute channel_5_115 numeric
@attribute channel_5_116 numeric
@attribute channel_5_117 numeric
@attribute channel_5_118 numeric
@attribute channel_5_119 numeric
@attribute channel_5_120 numeric
@attribute channel_5_121 numeric
@attribute channel_5_122 numeric
@attribute channel_5_123 numeric
@attribute channel_5_124 numeric
@attribute channel_5_125 numeric
@attribute channel_5_126 numeric
@attribute channel_5_127 numeric
@attribute channel_5_128 numeric
@attribute channel_5_129 numeric
@attribute channel_5_130 numeric
@attribute channel_5_131 numeric
@attribute channel_5_132 numeric
@attribute channel_5_133 numeric
@attribute channel_5_134 numeric
@attribute channel_5_135 numeric
@attribute channel_5_136 numeric
@attribute channel_5_137 numeric
@attribute channel_5_138 numeric
@attribute channel_5_139 numeric
@attribute channel_5_140 numeric
@attribute channel_5_141 numeric
@attribute channel_5_142 numeric
@attribute channel_5_143 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0}

@data
-0.7155,-0.72903,-0.72903,-0.7881,-0.7881,-0.78244,-0.78244,-0.83634,-0.83634,-0.83954,-0.8799,-0.8799,-0.89688,-0.89688,-0.90451,-0.90451,-0.89098,-0.89098,-0.94069,-0.93257,-0.93257,-0.93823,-0.93823,-0.91657,-0.91657,-0.9594,-0.9594,-0.96703,-0.95669,-0.95669,-0.95275,-0.95275,-0.92937,-0.92937,-0.93429,-0.93429,-0.94906,-0.9114,-0.9114,-0.92273,-0.92273,-0.9146,-0.9146,-0.89688,-0.89688,-0.92248,-0.84446,-0.84446,-0.84446,-0.84446,-0.83289,-0.83289,-0.76817,-0.76817,-0.77333,-0.75684,-0.75684,-0.70541,-0.70541,-0.70442,-0.70442,-0.69212,-0.69212,-0.60721,-0.60967,-0.60967,-0.59244,-0.59244,-0.47898,-0.47898,-0.47997,-0.47997,-0.44526,-0.41228,-0.41228,-0.39358,-0.39358,-0.3414,-0.3414,-0.28357,-0.28357,-0.22105,-0.2053,-0.2053,-0.11916,-0.11916,-0.07683,-0.07683,0.077483,0.077483,0.17593,0.22884,0.22884,0.26158,0.26158,0.35805,0.35805,0.45133,0.45133,0.59334,0.62484,0.62484,0.68046,0.68046,0.75405,0.75405,0.81115,0.81115,0.9032,0.91624,0.91624,1.0504,1.0504,1.0809,1.0809,1.1471,1.1471,1.2027,1.2618,1.2618,1.2751,1.2751,1.3984,1.3984,1.4931,1.4931,1.4953,1.5453,1.5453,1.627,1.627,1.7117,1.7117,1.7616,1.7616,1.8264,1.9484,1.9484,1.9827,1.9827,2.0481,2.0481,2.1121,2.1121,1.0
-1.8594,-1.8413,-1.8413,-1.7806,-1.7806,-1.6942,-1.6942,-1.6546,-1.6546,-1.5712,-1.5712,-1.3879,-1.3239,-1.3239,-1.1993,-1.1993,-1.0652,-1.0652,-0.95233,-0.95233,-0.91245,-0.91245,-0.84644,-0.84644,-0.74827,-0.72347,-0.72347,-0.68863,-0.68863,-0.62228,-0.62228,-0.54387,-0.54387,-0.48423,-0.48423,-0.45743,-0.41152,-0.41152,-0.4276,-0.4276,-0.38471,-0.38471,-0.32172,-0.32172,-0.33981,-0.33981,-0.38136,-0.38136,-0.30095,-0.26911,-0.26911,-0.20311,-0.20311,-0.26978,-0.26978,-0.24599,-0.24599,-0.2078,-0.2078,-0.28218,-0.2269,-0.2269,-0.24164,-0.24164,-0.21751,-0.21751,-0.19339,-0.19339,-0.29089,-0.29089,-0.26811,-0.26811,-0.2862,-0.23494,-0.23494,-0.18267,-0.18267,-0.23226,-0.23226,-0.22757,-0.22757,-0.16156,-0.16156,-0.19037,-0.17027,-0.17027,-0.16859,-0.16859,-0.12704,-0.12704,-0.10258,-0.10258,-0.06606,-0.06606,-0.041935,-0.041935,0.02776,0.068639,0.068639,0.12929,0.12929,0.17586,0.17586,0.26097,0.26097,0.3826,0.3826,0.5039,0.58566,0.58566,0.65837,0.65837,0.73912,0.73912,0.8259,0.8259,0.97434,0.97434,0.99377,0.99377,1.1241,1.2042,1.2042,1.3644,1.3644,1.5681,1.5681,1.6971,1.6971,1.6837,1.6837,1.75,1.8867,1.8867,1.9045,1.9045,2.0503,2.0503,2.0841,2.0841,2.1059,2.1059,2.2305,2.2305,1.0
-0.54637,-0.59934,-0.59934,-0.66075,-0.66075,-0.70067,-0.70067,-0.69568,-0.69568,-0.79624,-0.79624,-0.80372,-0.80372,-0.86283,-0.86283,-0.84325,-0.84325,-0.90447,-0.95072,-0.95072,-0.98949,-0.98949,-1.0359,-1.0359,-0.99544,-0.99544,-1.0348,-1.0348,-1.0213,-1.0213,-1.0283,-1.0283,-1.0329,-1.0329,-1.0152,-1.0152,-1.0131,-1.0073,-1.0073,-1.0317,-1.0317,-0.99563,-0.99563,-1.0206,-1.0206,-1.0079,-1.0079,-1.0094,-1.0094,-1.0119,-1.0119,-1.0117,-1.0117,-0.97721,-0.93978,-0.93978,-0.95034,-0.95034,-0.89564,-0.89564,-0.80334,-0.80334,-0.73214,-0.73214,-0.67438,-0.67438,-0.57132,-0.57132,-0.45138,-0.45138,-0.43756,-0.43756,-0.33182,-0.24949,-0.24949,-0.25199,-0.25199,-0.16736,-0.16736,-0.07831,-0.07831,-0.014213,-0.014213,0.076751,0.076751,0.13624,0.13624,0.19765,0.19765,0.26789,0.34657,0.34657,0.4289,0.4289,0.48916,0.48916,0.5688,0.5688,0.64787,0.64787,0.68145,0.68145,0.77338,0.77338,0.84323,0.84323,0.88315,0.88315,0.93765,1.0482,1.0482,1.0743,1.0743,1.0969,1.0969,1.1735,1.1735,1.2583,1.2583,1.3426,1.3426,1.3773,1.3773,1.4404,1.4404,1.4621,1.5024,1.5024,1.5541,1.5541,1.6329,1.6329,1.6477,1.6477,1.7012,1.7012,1.7312,1.7312,1.7331,1.7331,1.7483,1.7483,1.797,1.797,1.0
-1.1798,-1.1982,-1.1982,-1.1008,-1.1008,-1.1423,-1.1423,-1.1288,-1.1288,-1.0781,-1.1103,-1.1103,-1.0984,-1.0984,-1.1192,-1.1192,-1.0818,-1.0818,-1.0025,-1.0498,-1.0498,-0.96906,-0.96906,-0.96261,-0.96261,-0.90241,-0.90241,-0.84313,-0.84375,-0.84375,-0.80751,-0.80751,-0.74792,-0.74792,-0.78079,-0.78079,-0.78631,-0.76727,-0.76727,-0.72796,-0.72796,-0.67728,-0.67728,-0.70769,-0.70769,-0.67022,-0.62875,-0.62875,-0.61248,-0.61248,-0.6567,-0.6567,-0.57378,-0.57378,-0.55811,-0.54399,-0.54399,-0.52986,-0.52986,-0.48932,-0.48932,-0.37783,-0.37783,-0.4196,-0.4196,-0.4196,-0.35418,-0.35418,-0.34251,-0.34251,-0.26449,-0.26449,-0.25497,-0.22764,-0.22764,-0.15853,-0.15853,-0.084208,-0.084208,-0.14871,-0.14871,-0.031074,-0.031381,-0.031381,-0.027388,-0.027388,0.008854,0.008854,0.008546,0.008546,0.074273,0.12802,0.12802,0.072123,0.072123,0.18945,0.18945,0.20204,0.20204,0.22784,0.27544,0.27544,0.26439,0.26439,0.42379,0.42379,0.39369,0.39369,0.49996,0.55954,0.55954,0.6652,0.6652,0.78559,0.78559,0.91612,0.91612,0.93394,1.0789,1.0789,1.1231,1.1231,1.2985,1.2985,1.4232,1.4232,1.5129,1.6087,1.6087,1.6456,1.6456,1.8255,1.8255,1.8953,1.8953,1.9932,2.215,2.215,2.2694,2.2694,2.3971,2.3971,2.5129,2.5129,1.0
0.33376,0.21769,0.21769,0.14348,0.14348,0.11412,0.010279,0.010279,0.000765,0.000765,-0.087854,-0.14059,-0.14059,-0.211,-0.211,-0.23329,-0.292,-0.292,-0.35697,-0.35697,-0.38253,-0.38253,-0.42656,-0.48147,-0.48147,-0.53122,-0.53122,-0.56765,-0.62229,-0.62229,-0.63887,-0.63887,-0.68345,-0.68236,-0.68236,-0.72123,-0.72123,-0.77315,-0.81882,-0.81882,-0.82045,-0.82045,-0.89059,-0.89059,-0.88325,-0.90364,-0.90364,-0.89494,-0.89494,-0.87129,-0.84818,-0.84818,-0.9474,-0.9474,-0.91451,-0.92239,-0.92239,-0.90989,-0.90989,-0.88923,-0.93571,-0.93571,-0.9175,-0.9175,-0.92022,-0.92022,-0.81828,-0.85552,-0.85552,-0.8808,-0.8808,-0.7737,-0.8123,-0.8123,-0.74978,-0.74978,-0.70574,-0.69133,-0.69133,-0.6443,-0.6443,-0.61549,-0.61549,-0.59891,-0.54073,-0.54073,-0.52089,-0.52089,-0.48936,-0.44015,-0.44015,-0.42656,-0.42656,-0.34066,-0.31457,-0.31457,-0.29527,-0.29527,-0.24063,-0.18354,-0.18354,-0.0517,-0.0517,0.076063,0.076063,0.22476,0.32452,0.32452,0.44359,0.44359,0.5545,0.67492,0.67492,0.78393,0.78393,0.9125,1.0729,1.0729,1.1278,1.1278,1.298,1.3121,1.3121,1.4671,1.4671,1.5981,1.5981,1.7212,1.787,1.787,1.9205,1.9205,1.9903,2.0276,2.0276,2.1521,2.1521,2.2002,2.3293,2.3293,2.3763,2.3763,2.4413,2.4413,1.0
-1.0367,-1.0367,-0.96464,-0.96464,-0.93747,-0.93747,-0.99756,-0.99756,-0.96671,-0.96671,-0.98443,-0.98443,-0.93977,-0.93977,-0.95289,-0.95289,-0.97154,-0.97154,-0.94046,-0.94046,-0.95658,-0.95658,-0.91076,-0.91076,-0.91053,-0.91053,-0.87853,-0.87853,-0.88014,-0.88014,-0.85574,-0.85574,-0.88544,-0.88544,-0.93148,-0.93148,-0.93148,-0.87047,-0.87047,-0.88636,-0.88636,-0.8585,-0.8585,-0.84031,-0.84031,-0.81222,-0.81222,-0.78828,-0.78828,-0.75582,-0.75582,-0.74569,-0.74569,-0.67248,-0.67248,-0.63449,-0.63449,-0.64116,-0.64116,-0.53871,-0.53871,-0.53802,-0.53802,-0.52812,-0.52812,-0.50464,-0.50464,-0.4411,-0.4411,-0.43695,-0.43695,-0.43695,-0.38124,-0.38124,-0.38147,-0.38147,-0.32437,-0.32437,-0.33335,-0.33335,-0.31654,-0.31654,-0.26037,-0.26037,-0.092301,-0.092301,0.033634,0.033634,0.098328,0.098328,0.15335,0.15335,0.17499,0.17499,0.31981,0.31981,0.35618,0.35618,0.46992,0.46992,0.55142,0.55142,0.61542,0.61542,0.69094,0.69094,0.78072,0.78072,0.78072,0.83598,0.83598,0.91288,0.91288,0.9679,0.9679,1.0241,1.0241,1.133,1.133,1.2414,1.2414,1.299,1.299,1.4033,1.4033,1.4707,1.4707,1.5702,1.5702,1.6409,1.6409,1.759,1.759,1.8508,1.8508,1.9185,1.9185,2.0537,2.0537,2.1384,2.1384,2.2093,2.2093,2.2093,1.0
-0.93797,-1.0101,-1.0101,-1.0167,-1.0167,-1.0489,-1.019,-1.019,-1.0646,-1.0646,-1.0498,-1.0498,-1.0608,-1.1013,-1.1013,-1.0237,-1.0237,-1.046,-1.046,-1.0252,-1.0733,-1.0733,-1.0564,-1.0564,-1.0307,-1.0307,-1.0182,-0.99059,-0.99059,-0.97128,-0.97128,-0.97955,-0.95219,-0.95219,-0.93224,-0.93224,-0.91167,-0.91167,-0.91188,-0.90042,-0.90042,-0.88281,-0.88281,-0.84463,-0.84463,-0.84993,-0.78289,-0.78289,-0.76486,-0.76486,-0.7097,-0.7097,-0.72455,-0.64181,-0.64181,-0.62081,-0.62081,-0.59386,-0.52576,-0.52576,-0.53382,-0.53382,-0.47378,-0.47378,-0.44005,-0.38065,-0.38065,-0.37407,-0.37407,-0.34861,-0.34861,-0.2733,-0.27754,-0.27754,-0.22663,-0.22663,-0.18801,-0.18801,-0.18038,-0.10485,-0.10485,-0.075998,-0.075998,-0.03187,-0.03187,0.003772,0.07951,0.07951,0.11939,0.11939,0.15885,0.23778,0.23778,0.30482,0.30482,0.34385,0.34385,0.36379,0.44399,0.44399,0.52503,0.52503,0.55134,0.55134,0.63514,0.65296,0.65296,0.80953,0.80953,0.8231,0.8231,0.90287,0.98752,0.98752,1.0781,1.0781,1.1668,1.2239,1.2239,1.3291,1.3291,1.3955,1.3955,1.4248,1.4772,1.4772,1.541,1.541,1.5919,1.5919,1.655,1.7182,1.7182,1.7827,1.7827,1.8491,1.8491,1.903,1.9615,1.9615,1.9825,1.9825,2.0449,2.0449,1.0
-0.55328,-0.55257,-0.55257,-0.60162,-0.60162,-0.65466,-0.65466,-0.70606,-0.70606,-0.67578,-0.72014,-0.72014,-0.7368,-0.7368,-0.818,-0.818,-0.77928,-0.77928,-0.82035,-0.82035,-0.80627,-0.82856,-0.82856,-0.87339,-0.87339,-0.89475,-0.89475,-0.88301,-0.88301,-0.89756,-0.92901,-0.92901,-0.88583,-0.88583,-0.9039,-0.9039,-0.92854,-0.92854,-0.91141,-0.91141,-0.89357,-0.88958,-0.88958,-0.90085,-0.90085,-0.90014,-0.90014,-0.87574,-0.87574,-0.87621,-0.87621,-0.85814,-0.84452,-0.84452,-0.79125,-0.79125,-0.74243,-0.74243,-0.7429,-0.7429,-0.70043,-0.66076,-0.66076,-0.6211,-0.6211,-0.59528,-0.59528,-0.53497,-0.53497,-0.51479,-0.51479,-0.46104,-0.39955,-0.39955,-0.36294,-0.36294,-0.32211,-0.32211,-0.28456,-0.28456,-0.24255,-0.24255,-0.18482,-0.17167,-0.17167,-0.14257,-0.14257,-0.14328,-0.14328,-0.096103,-0.096103,-0.023819,-0.011146,-0.011146,-0.002463,-0.002463,0.097984,0.097984,0.28268,0.28268,0.38102,0.38102,0.4357,0.48146,0.48146,0.60162,0.60162,0.71099,0.71099,0.74361,0.74361,0.7936,0.7936,0.88912,1.0231,1.0231,1.0412,1.0412,1.1719,1.1719,1.2252,1.2252,1.3773,1.4688,1.4688,1.5993,1.5993,1.6242,1.6242,1.7985,1.7985,1.8356,1.8356,1.9314,2.0323,2.0323,2.0888,2.0888,2.1865,2.1865,2.2811,2.2811,2.3386,2.3386,1.0
0.22839,0.22839,0.12178,0.12178,0.05424,0.05424,-0.039694,-0.039694,-0.12561,-0.12561,-0.27595,-0.27595,-0.34065,-0.34065,-0.40793,-0.40793,-0.47081,-0.47081,-0.53602,-0.53602,-0.54947,-0.54947,-0.6284,-0.6284,-0.68533,-0.68533,-0.76762,-0.76762,-0.79324,-0.79324,-0.84292,-0.84292,-0.86647,-0.86647,-0.92262,-0.92262,-0.92262,-0.90839,-0.90839,-1.0039,-1.0039,-0.98913,-0.98913,-1.058,-1.058,-1.1089,-1.1089,-1.09,-1.09,-1.1025,-1.1025,-1.1509,-1.1509,-1.1084,-1.1084,-1.1255,-1.1255,-1.0769,-1.0769,-1.0533,-1.0533,-1.0432,-1.0432,-0.97722,-0.97722,-0.94954,-0.94954,-0.85094,-0.85094,-0.7671,-0.7671,-0.7671,-0.74769,-0.74769,-0.70344,-0.70344,-0.6403,-0.6403,-0.57768,-0.57768,-0.5148,-0.5148,-0.46227,-0.46227,-0.26741,-0.26741,-0.17658,-0.17658,-0.079287,-0.079287,0.015941,0.015941,0.095126,0.095126,0.1857,0.1857,0.25763,0.25763,0.42972,0.42972,0.43541,0.43541,0.53892,0.53892,0.62095,0.62095,0.73869,0.73869,0.73869,0.8347,0.8347,0.95425,0.95425,0.97262,0.97262,1.1209,1.1209,1.1892,1.1892,1.2777,1.2777,1.3846,1.3846,1.479,1.479,1.5295,1.5295,1.6118,1.6118,1.6726,1.6726,1.7321,1.7321,1.8566,1.8566,1.8988,1.8988,1.972,1.972,1.9689,1.9689,2.0558,2.0558,2.0558,1.0
-0.90658,-0.95543,-0.95543,-0.91031,-0.91031,-0.93129,-0.93129,-0.89278,-0.89278,-0.83905,-0.83905,-0.90887,-0.90887,-0.89336,-0.89336,-0.85744,-0.85744,-0.84911,-0.84911,-0.85485,-0.85485,-0.82468,-0.82468,-0.82612,-0.82612,-0.76807,-0.76807,-0.82669,-0.82669,-0.76204,-0.76204,-0.76577,-0.76577,-0.73905,-0.73905,-0.75687,-0.72583,-0.72583,-0.62957,-0.62957,-0.62411,-0.62411,-0.68589,-0.68589,-0.60831,-0.60831,-0.52555,-0.52555,-0.55198,-0.55198,-0.55342,-0.55342,-0.47814,-0.47814,-0.46952,-0.46952,-0.51118,-0.51118,-0.49538,-0.49538,-0.43819,-0.43819,-0.43446,-0.43446,-0.42038,-0.42038,-0.41693,-0.41693,-0.429,-0.429,-0.48446,-0.48446,-0.42957,-0.46204,-0.46204,-0.41262,-0.41262,-0.39164,-0.39164,-0.47555,-0.47555,-0.47124,-0.47124,-0.40515,-0.40515,-0.41492,-0.41492,-0.37038,-0.37038,-0.40256,-0.40256,-0.25027,-0.25027,-0.14079,-0.14079,-0.063489,-0.063489,0.000591,0.000591,0.097428,0.097428,0.1345,0.1345,0.28076,0.28076,0.31668,0.31668,0.42989,0.48995,0.48995,0.62529,0.62529,0.70805,0.70805,0.91925,0.91925,1.0037,1.0037,1.1253,1.1253,1.2661,1.2661,1.3986,1.3986,1.5382,1.5382,1.6465,1.6465,1.7767,1.7767,1.9753,1.9753,2.0422,2.0422,2.1112,2.1112,2.2701,2.2701,2.3049,2.3049,2.4184,2.4184,2.5299,2.5299,1.0
