@relation ArticularyWordRecognition_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute channel_2_36 numeric
@attribute channel_2_37 numeric
@attribute channel_2_38 numeric
@attribute channel_2_39 numeric
@attribute channel_2_40 numeric
@attribute channel_2_41 numeric
@attribute channel_2_42 numeric
@attribute channel_2_43 numeric
@attribute channel_2_44 numeric
@attribute channel_2_45 numeric
@attribute channel_2_46 numeric
@attribute channel_2_47 numeric
@attribute channel_2_48 numeric
@attribute channel_2_49 numeric
@attribute channel_2_50 numeric
@attribute channel_2_51 numeric
@attribute channel_2_52 numeric
@attribute channel_2_53 numeric
@attribute channel_2_54 numeric
@attribute channel_2_55 numeric
@attribute channel_2_56 numeric
@attribute channel_2_57 numeric
@attribute channel_2_58 numeric
@attribute channel_2_59 numeric
@attribute channel_2_60 numeric
@attribute channel_2_61 numeric
@attribute channel_2_62 numeric
@attribute channel_2_63 numeric
@attribute channel_2_64 numeric
@attribute channel_2_65 numeric
@attribute channel_2_66 numeric
@attribute channel_2_67 numeric
@attribute channel_2_68 numeric
@attribute channel_2_69 numeric
@attribute channel_2_70 numeric
@attribute channel_2_71 numeric
@attribute channel_2_72 numeric
@attribute channel_2_73 numeric
@attribute channel_2_74 numeric
@attribute channel_2_75 numeric
@attribute channel_2_76 numeric
@attribute channel_2_77 numeric
@attribute channel_2_78 numeric
@attribute channel_2_79 numeric
@attribute channel_2_80 numeric
@attribute channel_2_81 numeric
@attribute channel_2_82 numeric
@attribute channel_2_83 numeric
@attribute channel_2_84 numeric
@attribute channel_2_85 numeric
@attribute channel_2_86 numeric
@attribute channel_2_87 numeric
@attribute channel_2_88 numeric
@attribute channel_2_89 numeric
@attribute channel_2_90 numeric
@attribute channel_2_91 numeric
@attribute channel_2_92 numeric
@attribute channel_2_93 numeric
@attribute channel_2_94 numeric
@attribute channel_2_95 numeric
@attribute channel_2_96 numeric
@attribute channel_2_97 numeric
@attribute channel_2_98 numeric
@attribute channel_2_99 numeric
@attribute channel_2_100 numeric
@attribute channel_2_101 numeric
@attribute channel_2_102 numeric
@attribute channel_2_103 numeric
@attribute channel_2_104 numeric
@attribute channel_2_105 numeric
@attribute channel_2_106 numeric
@attribute channel_2_107 numeric
@attribute channel_2_108 numeric
@attribute channel_2_109 numeric
@attribute channel_2_110 numeric
@attribute channel_2_111 numeric
@attribute channel_2_112 numeric
@attribute channel_2_113 numeric
@attribute channel_2_114 numeric
@attribute channel_2_115 numeric
@attribute channel_2_116 numeric
@attribute channel_2_117 numeric
@attribute channel_2_118 numeric
@attribute channel_2_119 numeric
@attribute channel_2_120 numeric
@attribute channel_2_121 numeric
@attribute channel_2_122 numeric
@attribute channel_2_123 numeric
@attribute channel_2_124 numeric
@attribute channel_2_125 numeric
@attribute channel_2_126 numeric
@attribute channel_2_127 numeric
@attribute channel_2_128 numeric
@attribute channel_2_129 numeric
@attribute channel_2_130 numeric
@attribute channel_2_131 numeric
@attribute channel_2_132 numeric
@attribute channel_2_133 numeric
@attribute channel_2_134 numeric
@attribute channel_2_135 numeric
@attribute channel_2_136 numeric
@attribute channel_2_137 numeric
@attribute channel_2_138 numeric
@attribute channel_2_139 numeric
@attribute channel_2_140 numeric
@attribute channel_2_141 numeric
@attribute channel_2_142 numeric
@attribute channel_2_143 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0}

@data
1.1533,1.0887,1.0887,0.94708,0.94708,1.0848,1.0848,0.9933,0.9933,1.0708,1.046,1.046,0.9933,0.9933,1.0669,1.0669,1.0743,1.0743,0.99032,1.042,1.042,1.0982,1.0982,0.98584,0.98584,0.88445,0.88445,0.89141,0.95205,0.95205,0.81039,0.81039,0.85413,0.85413,0.83028,0.83028,0.86308,0.82133,0.82133,0.80791,0.80791,0.73485,0.73485,0.71347,0.71347,0.7423,0.69359,0.69359,0.69409,0.69409,0.65483,0.65483,0.63594,0.63594,0.62152,0.61854,0.61854,0.55095,0.55095,0.43166,0.43166,0.34269,0.34269,0.18563,0.17967,0.17967,-0.018645,-0.018645,-0.043994,-0.043994,-0.30791,-0.30791,-0.44112,-0.45702,-0.45702,-0.67025,-0.67025,-0.76369,-0.76369,-0.87005,-0.87005,-1.0231,-1.209,-1.209,-1.3005,-1.3005,-1.3437,-1.3437,-1.5202,-1.5202,-1.5341,-1.6032,-1.6032,-1.6429,-1.6429,-1.7085,-1.7085,-1.6698,-1.6698,-1.6623,-1.6961,-1.6961,-1.5679,-1.5679,-1.4501,-1.4501,-1.6429,-1.6429,-1.5669,-1.3845,-1.3845,-1.3676,-1.3676,-1.1464,-1.1464,-1.0192,-1.0192,-0.84967,-0.74679,-0.74679,-0.70902,-0.70902,-0.461,-0.461,-0.36209,-0.36209,-0.12252,0.018135,0.018135,0.10511,0.10511,0.43216,0.43216,0.44607,0.44607,0.58872,0.84966,0.84966,0.91576,0.91576,1.045,1.045,1.286,1.286,1.0
1.1986,0.93703,0.93703,0.71765,0.71765,0.73876,0.73876,0.62966,0.62966,0.35632,0.35632,0.6367,0.39973,0.39973,0.55341,0.55341,0.17917,0.17917,0.35045,0.35045,-0.25841,-0.25841,-0.39684,-0.39684,-0.21266,-0.54114,-0.54114,-0.84029,-0.84029,-0.51064,-0.51064,-0.50242,-0.50242,-0.83208,-0.83208,-0.65728,-0.86258,-0.86258,-1.0151,-1.0151,-0.99632,-0.99632,-0.80979,-0.80979,-0.83794,-0.83794,-1.1899,-1.1899,-0.82035,-0.63968,-0.63968,-0.57516,-0.57516,-0.74292,-0.74292,-0.52002,-0.52002,-0.081265,-0.081265,-0.50712,-0.087131,-0.087131,-0.33114,-0.33114,-0.31589,-0.31589,-0.24668,-0.24668,-0.41678,-0.41678,-0.63147,-0.63147,-0.37807,-0.28891,-0.28891,-0.23847,-0.23847,-0.58102,-0.58102,-0.47192,-0.47192,0.066552,0.066552,-0.069533,-0.16104,-0.16104,-0.32645,-0.32645,-0.18685,-0.18685,-0.10238,-0.10238,-0.54348,-0.54348,-0.50594,-0.50594,-0.71007,-0.68192,-0.68192,-0.60097,-0.60097,-0.68543,-0.68543,-0.76521,-0.76521,-0.68778,-0.68778,-0.90129,-0.91068,-0.91068,-0.85202,-0.85202,-0.63499,-0.63499,-0.61739,-0.61739,-0.26545,-0.26545,-0.32176,-0.32176,-0.23612,0.15219,0.15219,0.52525,0.52525,0.82558,0.82558,1.4403,1.4403,1.3394,1.3394,1.8028,2.0891,2.0891,2.2533,2.2533,2.4035,2.4035,2.705,2.705,3.2118,3.2118,3.1648,3.1648,1.0
0.96637,0.98218,0.98218,1.0801,1.0801,1.0266,1.0266,1.0436,1.0436,1.1081,1.1081,1.1853,1.1853,1.1044,1.1044,1.1318,1.1318,1.0071,1.1908,1.1908,1.0016,1.0016,1.0138,1.0138,1.1062,1.1062,1.1318,1.1318,1.0941,1.0941,1.1044,1.1044,1.0971,1.0971,1.0704,1.0704,1.1397,1.0685,1.0685,1.0223,1.0223,1.0649,1.0649,1.057,1.057,0.86968,0.86968,0.78698,0.78698,0.66535,0.66535,0.73225,0.73225,0.88306,0.71096,0.71096,0.65745,0.65745,0.61792,0.61792,0.44339,0.44339,0.36129,0.36129,0.20014,0.20014,0.13628,0.13628,-0.02791,-0.02791,-0.16474,-0.16474,-0.27542,-0.41529,-0.41529,-0.5284,-0.5284,-0.60441,-0.60441,-0.81847,-0.81847,-0.85861,-0.85861,-0.92672,-0.92672,-1.1274,-1.1274,-1.2806,-1.2806,-1.3007,-1.44,-1.44,-1.4467,-1.4467,-1.5367,-1.5367,-1.6814,-1.6814,-1.7532,-1.7532,-1.7264,-1.7264,-1.5762,-1.5762,-1.4977,-1.4977,-1.4357,-1.4357,-1.5415,-1.3871,-1.3871,-1.3524,-1.3524,-1.35,-1.35,-1.1505,-1.1505,-1.069,-1.069,-0.8428,-0.8428,-0.76252,-0.76252,-0.55941,-0.55941,-0.45299,-0.45299,-0.45299,-0.2663,-0.2663,-0.15987,-0.15987,-0.16839,-0.16839,-0.009667,-0.009667,0.1971,0.1971,0.24575,0.24575,0.31507,0.31507,0.54008,0.54008,1.0
1.6429,1.569,1.569,1.5007,1.5007,1.7488,1.7488,1.5927,1.5927,1.3877,1.4212,1.4212,1.258,1.258,1.134,1.134,1.2399,1.2399,1.3445,1.2776,1.2776,1.1228,1.1228,1.18,1.18,0.86069,0.86069,0.92482,0.76588,0.76588,0.36293,0.36293,0.58044,0.58044,0.75054,0.75054,0.24303,0.65433,0.65433,0.52606,0.52606,0.33365,0.33365,0.39082,0.39082,0.35039,0.34481,0.34481,0.16634,0.16634,0.004609,0.004609,0.20817,0.20817,0.072928,-0.00794,-0.00794,-0.64651,-0.64651,-0.048373,-0.048373,-0.3565,-0.3565,-0.74272,-0.66603,-0.66603,-0.63117,-0.63117,-0.66464,-0.66464,-0.70925,-0.70925,-0.85983,-0.65348,-0.65348,-0.77339,-0.77339,-0.82777,-0.82777,-1.1471,-1.1471,-0.9644,-1.3032,-1.3032,-1.2433,-1.2433,-1.2948,-1.2948,-1.3855,-1.3855,-1.1108,-1.3785,-1.3785,-1.5918,-1.5918,-1.398,-1.398,-1.4482,-1.4482,-1.5862,-1.5082,-1.5082,-1.359,-1.359,-1.2907,-1.2907,-1.4134,-1.4134,-1.0341,-1.3576,-1.3576,-0.90724,-0.90724,-0.53497,-0.53497,-0.74132,-0.74132,-0.51684,-0.38857,-0.38857,-0.38021,-0.38021,0.063168,0.063168,0.40894,0.40894,0.26255,0.46053,0.46053,0.20957,0.20957,0.59856,0.59856,0.43962,0.43962,0.61808,1.0238,1.0238,1.0196,1.0196,1.2971,1.2971,1.5257,1.5257,1.0
-1.0931,-0.87822,-0.87822,-0.76937,-0.76937,-0.41737,-0.35022,-0.35022,-0.24491,-0.24491,-0.06679,-0.17988,-0.17988,-0.05124,-0.05124,0.35589,0.24704,0.24704,0.30853,0.30853,0.5432,0.5432,0.76443,0.7927,0.7927,0.93336,0.93336,1.0606,0.92276,0.92276,1.0938,1.0938,1.0528,1.1376,1.1376,1.1786,1.1786,1.1567,1.2451,1.2451,1.2684,1.2684,1.3709,1.3709,1.1871,1.1942,1.1942,1.3285,1.3285,1.4748,1.303,1.303,1.2953,1.2953,1.1355,1.1249,1.1249,1.0882,1.0882,1.1864,0.99274,0.99274,1.0295,1.0295,0.97082,0.97082,1.0889,0.91781,0.91781,0.84784,0.84784,0.64145,0.73475,0.73475,0.56016,0.56016,0.46615,0.33468,0.33468,0.33327,0.33327,-0.025794,-0.025794,-0.16999,-0.005296,-0.005296,-0.32125,-0.32125,-0.4718,-0.49442,-0.49442,-0.73898,-0.73898,-0.70152,-1.0005,-1.0005,-1.1178,-1.1178,-1.1525,-1.4946,-1.4946,-1.4932,-1.4932,-1.5384,-1.5384,-1.5702,-1.6437,-1.6437,-1.6168,-1.6168,-1.6798,-1.6147,-1.6147,-1.5935,-1.5935,-1.6168,-1.3603,-1.3603,-1.479,-1.479,-1.3094,-1.3603,-1.3603,-1.1376,-1.1376,-0.94608,-0.94608,-0.86267,-0.84005,-0.84005,-0.59125,-0.59125,-0.5962,-0.50431,-0.50431,-0.37072,-0.37072,-0.22158,0.079522,0.079522,0.34811,0.34811,0.41668,0.41668,1.0
0.77029,0.77029,0.83032,0.83032,0.94165,0.94165,0.80415,0.80415,0.93139,0.93139,0.78978,0.78978,0.97346,0.97346,0.9278,0.9278,0.85751,0.85751,0.7513,0.7513,0.67844,0.67844,0.81133,0.81133,0.77029,0.77029,0.7826,0.7826,0.74258,0.74258,0.78414,0.78414,0.73232,0.73232,0.59994,0.59994,0.59994,0.66408,0.66408,0.49938,0.49938,0.58917,0.58917,0.45423,0.45423,0.49527,0.49527,0.42704,0.42704,0.34699,0.34699,0.27722,0.27722,0.1746,0.1746,0.14022,0.14022,-0.008569,-0.008569,0.008363,0.008363,-0.15685,-0.15685,-0.30205,-0.30205,-0.39184,-0.39184,-0.49959,-0.49959,-0.55397,-0.55397,-0.55397,-0.70123,-0.70123,-0.90133,-0.90133,-0.92288,-0.92288,-1.0799,-1.0799,-1.2184,-1.2184,-1.3287,-1.3287,-1.4401,-1.4401,-1.5622,-1.5622,-1.534,-1.534,-1.6725,-1.6725,-1.6715,-1.6715,-1.515,-1.515,-1.7695,-1.7695,-1.6007,-1.6007,-1.4201,-1.4201,-1.3959,-1.3959,-1.3775,-1.3775,-1.2784,-1.2784,-1.2784,-1.0183,-1.0183,-0.98496,-0.98496,-0.84797,-0.84797,-0.72431,-0.72431,-0.4216,-0.4216,-0.09528,-0.09528,0.044278,0.044278,0.29107,0.29107,0.50502,0.50502,0.62047,0.62047,0.91446,0.91446,1.1053,1.1053,1.1715,1.1715,1.4363,1.4363,1.6553,1.6553,1.8082,1.8082,1.9355,1.9355,1.9355,1.0
1.1997,0.96015,0.96015,1.1899,1.1899,1.0576,1.112,1.112,1.0138,1.0138,0.86644,0.86644,0.9934,0.95184,0.95184,1.1241,1.1241,1.041,1.041,1.0266,0.94806,0.94806,0.89516,0.89516,1.1347,1.1347,1.044,0.96997,0.96997,0.97375,0.97375,0.76367,1.0357,1.0357,0.83319,0.83319,0.91027,0.91027,0.89138,0.82564,0.82564,0.93597,0.93597,0.79843,0.79843,0.78256,0.78861,0.78861,0.84529,0.84529,0.75838,0.75838,0.58307,0.58307,0.58307,0.50296,0.50296,0.33143,0.43647,0.43647,0.35863,0.35863,0.30951,0.30951,0.11833,0.20145,0.20145,-0.001071,-0.001071,-0.12576,-0.12576,-0.028275,-0.25271,-0.25271,-0.24742,-0.24742,-0.37815,-0.37815,-0.67211,-0.64944,-0.64944,-0.93206,-0.93206,-0.957,-0.957,-1.0809,-1.1127,-1.1127,-1.2472,-1.2472,-1.4369,-1.5827,-1.5827,-1.5578,-1.5578,-1.5419,-1.5419,-1.6583,-1.6333,-1.6333,-1.5139,-1.5139,-1.6726,-1.6726,-1.5313,-1.6054,-1.6054,-1.6326,-1.6326,-1.455,-1.455,-1.4671,-1.5064,-1.5064,-1.2646,-1.2646,-1.0772,-1.1187,-1.1187,-0.9706,-0.9706,-0.79453,-0.79453,-0.77639,-0.76355,-0.76355,-0.54289,-0.54289,-0.26405,-0.26405,-0.051701,0.017066,0.017066,0.17273,0.17273,0.62009,0.62009,0.83168,0.84755,0.84755,1.0795,1.0795,1.3607,1.3607,1.0
0.4276,0.50417,0.50417,0.54276,0.54276,0.64664,0.64664,0.57006,0.57006,0.54157,0.67572,0.67572,0.70897,0.70897,0.48993,0.48993,0.53623,0.53623,0.61755,0.61755,0.62349,0.75349,0.75349,0.54157,0.54157,0.63299,0.63299,0.59499,0.59499,0.70244,0.58906,0.58906,0.73212,0.73212,0.80632,0.80632,0.61458,0.61458,0.67276,0.67276,0.71965,0.56472,0.56472,0.55463,0.55463,0.57244,0.57244,0.62883,0.62883,0.61043,0.61043,0.45075,0.5665,0.5665,0.48755,0.48755,0.59737,0.59737,0.45668,0.45668,0.4834,0.24833,0.24833,0.2976,0.2976,0.20381,0.20381,0.11002,0.11002,0.04769,0.04769,-0.097743,-0.26455,-0.26455,-0.33459,-0.33459,-0.55601,-0.55601,-0.705,-0.705,-0.84212,-0.84212,-0.93888,-1.1336,-1.1336,-1.3461,-1.3461,-1.3918,-1.3918,-1.431,-1.431,-1.5924,-1.6209,-1.6209,-1.574,-1.574,-1.6619,-1.6619,-1.6322,-1.6322,-1.7272,-1.7272,-1.6524,-1.7907,-1.7907,-1.5402,-1.5402,-1.3853,-1.3853,-1.5129,-1.5129,-1.406,-1.406,-1.2719,-1.1449,-1.1449,-0.95966,-0.95966,-0.74359,-0.74359,-0.58747,-0.58747,-0.22596,-0.10961,-0.10961,-0.03957,-0.03957,0.17413,0.17413,0.64308,0.64308,0.73271,0.73271,0.99093,1.2391,1.2391,1.483,1.483,1.8594,1.8594,2.2019,2.2019,2.3509,2.3509,1.0
0.80595,0.80595,0.85094,0.85094,0.96747,0.96747,0.92377,0.92377,0.87964,0.87964,1.0489,1.0489,1.0566,1.0566,0.9829,0.9829,1.0523,1.0523,1.1508,1.1508,1.132,1.132,1.222,1.222,1.2292,1.2292,1.1701,1.1701,1.1611,1.1611,1.2357,1.2357,1.1273,1.1273,1.2348,1.2348,1.2348,1.1663,1.1663,1.1551,1.1551,1.0656,1.0656,0.93791,0.93791,0.91006,0.91006,0.95333,0.95333,0.88179,0.88179,0.76268,0.76268,0.68214,0.68214,0.65086,0.65086,0.53733,0.53733,0.38352,0.38352,0.16887,0.16887,0.045057,0.045057,-0.14688,-0.14688,-0.31697,-0.31697,-0.34739,-0.34739,-0.34739,-0.61473,-0.61473,-0.73469,-0.73469,-0.77111,-0.77111,-1.0046,-1.0046,-1.0676,-1.0676,-1.1361,-1.1361,-1.1503,-1.1503,-1.2904,-1.2904,-1.4232,-1.4232,-1.4288,-1.4288,-1.424,-1.424,-1.5547,-1.5547,-1.5449,-1.5449,-1.4587,-1.4587,-1.5509,-1.5509,-1.4617,-1.4617,-1.448,-1.448,-1.3606,-1.3606,-1.3606,-1.3028,-1.3028,-1.1323,-1.1323,-1.1983,-1.1983,-1.0607,-1.0607,-1.0282,-1.0282,-0.79638,-0.79638,-0.71413,-0.71413,-0.6173,-0.6173,-0.4515,-0.4515,-0.31183,-0.31183,-0.12246,-0.12246,-0.008926,-0.008926,0.18515,0.18515,0.3124,0.3124,0.47263,0.47263,0.52447,0.52447,0.79396,0.79396,0.79396,1.0
1.2158,1.2621,1.2621,1.3384,1.3384,1.3053,1.3053,1.1847,1.1847,1.2577,1.2577,1.237,1.237,1.1599,1.1599,1.1859,1.1859,1.086,1.086,1.1791,1.1791,1.1587,1.1587,1.1172,1.1172,1.2166,1.2166,1.1172,1.1172,1.1523,1.1523,1.1244,1.1244,1.1946,1.1946,1.1307,1.1088,1.1088,1.1068,1.1068,1.096,1.096,0.93467,0.93467,0.87037,0.87037,0.87117,0.87117,0.88115,0.88115,0.7294,0.7294,0.69545,0.69545,0.63116,0.63116,0.5461,0.5461,0.49977,0.49977,0.42669,0.42669,0.32286,0.32286,0.16671,0.16671,0.21424,0.21424,0.032131,0.032131,-0.054129,-0.054129,-0.17953,-0.28336,-0.28336,-0.32369,-0.32369,-0.49461,-0.49461,-0.64597,-0.64597,-0.82847,-0.82847,-0.85643,-0.85643,-0.98741,-0.98741,-1.0681,-1.0681,-1.2414,-1.2414,-1.2526,-1.2526,-1.3484,-1.3484,-1.4075,-1.4075,-1.3061,-1.3061,-1.3828,-1.3828,-1.4874,-1.4874,-1.3864,-1.3864,-1.461,-1.461,-1.362,-1.4758,-1.4758,-1.4283,-1.4283,-1.3053,-1.3053,-1.1551,-1.1551,-1.1563,-1.1563,-1.108,-1.108,-1.0154,-1.0154,-1.0046,-1.0046,-0.82927,-0.82927,-0.79493,-0.79493,-0.74221,-0.74221,-0.50819,-0.50819,-0.50819,-0.50819,-0.44909,-0.44909,-0.3189,-0.3189,-0.15796,-0.15796,-0.092866,-0.092866,0.053297,0.053297,1.0
