@relation ArticularyWordRecognition_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute channel_1_29 numeric
@attribute channel_1_30 numeric
@attribute channel_1_31 numeric
@attribute channel_1_32 numeric
@attribute channel_1_33 numeric
@attribute channel_1_34 numeric
@attribute channel_1_35 numeric
@attribute channel_1_36 numeric
@attribute channel_1_37 numeric
@attribute channel_1_38 numeric
@attribute channel_1_39 numeric
@attribute channel_1_40 numeric
@attribute channel_1_41 numeric
@attribute channel_1_42 numeric
@attribute channel_1_43 numeric
@attribute channel_1_44 numeric
@attribute channel_1_45 numeric
@attribute channel_1_46 numeric
@attribute channel_1_47 numeric
@attribute channel_1_48 numeric
@attribute channel_1_49 numeric
@attribute channel_1_50 numeric
@attribute channel_1_51 numeric
@attribute channel_1_52 numeric
@attribute channel_1_53 numeric
@attribute channel_1_54 numeric
@attribute channel_1_55 numeric
@attribute channel_1_56 numeric
@attribute channel_1_57 numeric
@attribute channel_1_58 numeric
@attribute channel_1_59 numeric
@attribute channel_1_60 numeric
@attribute channel_1_61 numeric
@attribute channel_1_62 numeric
@attribute channel_1_63 numeric
@attribute channel_1_64 numeric
@attribute channel_1_65 numeric
@attribute channel_1_66 numeric
@attribute channel_1_67 numeric
@attribute channel_1_68 numeric
@attribute channel_1_69 numeric
@attribute channel_1_70 numeric
@attribute channel_1_71 numeric
@attribute channel_1_72 numeric
@attribute channel_1_73 numeric
@attribute channel_1_74 numeric
@attribute channel_1_75 numeric
@attribute channel_1_76 numeric
@attribute channel_1_77 numeric
@attribute channel_1_78 numeric
@attribute channel_1_79 numeric
@attribute channel_1_80 numeric
@attribute channel_1_81 numeric
@attribute channel_1_82 numeric
@attribute channel_1_83 numeric
@attribute channel_1_84 numeric
@attribute channel_1_85 numeric
@attribute channel_1_86 numeric
@attribute channel_1_87 numeric
@attribute channel_1_88 numeric
@attribute channel_1_89 numeric
@attribute channel_1_90 numeric
@attribute channel_1_91 numeric
@attribute channel_1_92 numeric
@attribute channel_1_93 numeric
@attribute channel_1_94 numeric
@attribute channel_1_95 numeric
@attribute channel_1_96 numeric
@attribute channel_1_97 numeric
@attribute channel_1_98 numeric
@attribute channel_1_99 numeric
@attribute channel_1_100 numeric
@attribute channel_1_101 numeric
@attribute channel_1_102 numeric
@attribute channel_1_103 numeric
@attribute channel_1_104 numeric
@attribute channel_1_105 numeric
@attribute channel_1_106 numeric
@attribute channel_1_107 numeric
@attribute channel_1_108 numeric
@attribute channel_1_109 numeric
@attribute channel_1_110 numeric
@attribute channel_1_111 numeric
@attribute channel_1_112 numeric
@attribute channel_1_113 numeric
@attribute channel_1_114 numeric
@attribute channel_1_115 numeric
@attribute channel_1_116 numeric
@attribute channel_1_117 numeric
@attribute channel_1_118 numeric
@attribute channel_1_119 numeric
@attribute channel_1_120 numeric
@attribute channel_1_121 numeric
@attribute channel_1_122 numeric
@attribute channel_1_123 numeric
@attribute channel_1_124 numeric
@attribute channel_1_125 numeric
@attribute channel_1_126 numeric
@attribute channel_1_127 numeric
@attribute channel_1_128 numeric
@attribute channel_1_129 numeric
@attribute channel_1_130 numeric
@attribute channel_1_131 numeric
@attribute channel_1_132 numeric
@attribute channel_1_133 numeric
@attribute channel_1_134 numeric
@attribute channel_1_135 numeric
@attribute channel_1_136 numeric
@attribute channel_1_137 numeric
@attribute channel_1_138 numeric
@attribute channel_1_139 numeric
@attribute channel_1_140 numeric
@attribute channel_1_141 numeric
@attribute channel_1_142 numeric
@attribute channel_1_143 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0}

@data
0.7453,0.82313,0.82313,0.80832,0.80832,0.70893,0.70893,0.81974,0.81974,0.79056,0.71696,0.71696,0.65056,0.65056,0.65944,0.65944,0.72965,0.72965,0.59811,0.59981,0.59981,0.56639,0.56639,0.69116,0.69116,0.74023,0.74023,0.61207,0.52663,0.52663,0.53129,0.53129,0.53002,0.53002,0.46573,0.46573,0.41159,0.48011,0.48011,0.3067,0.3067,0.30162,0.30162,0.28555,0.28555,0.23945,0.2331,0.2331,0.15697,0.15697,0.12525,0.12525,0.14132,0.14132,0.082109,-0.070578,-0.070578,-0.17674,-0.17674,-0.29559,-0.29559,-0.24357,-0.24357,-0.34677,-0.4284,-0.4284,-0.58827,-0.58827,-0.63861,-0.63861,-0.70205,-0.70205,-0.9296,-1.1423,-1.1423,-1.1356,-1.1356,-1.2849,-1.2849,-1.4828,-1.4828,-1.6575,-1.6685,-1.6685,-1.7527,-1.7527,-1.8178,-1.8178,-1.7087,-1.7087,-1.6829,-1.6626,-1.6626,-1.5881,-1.5881,-1.4887,-1.4887,-1.3661,-1.3661,-1.2713,-1.1136,-1.1136,-1.1364,-1.1364,-0.95751,-0.95751,-0.749,-0.749,-0.61788,-0.67075,-0.67075,-0.35734,-0.35734,-0.1962,-0.1962,-0.12852,-0.12852,-0.008403,0.16924,0.16924,0.22253,0.22253,0.43739,0.43739,0.77322,0.77322,0.74446,0.92929,0.92929,1.0968,1.0968,1.2131,1.2131,1.4796,1.4796,1.5612,1.727,1.727,1.9461,1.9461,2.1161,2.1161,2.2079,2.2079,1.0
1.4875,1.606,1.606,1.3846,1.3846,1.3512,1.3512,1.2289,1.2289,1.0882,1.0882,0.90343,0.76216,0.76216,0.65305,0.65305,0.42474,0.42474,0.23805,0.23805,0.10561,0.10561,-0.016748,-0.016748,-0.18514,-0.37057,-0.37057,-0.38444,-0.38444,-0.56293,-0.56293,-0.76853,-0.76853,-0.82088,-0.82088,-0.90539,-0.95333,-0.95333,-1.0139,-1.0139,-0.98108,-0.98108,-1.0347,-1.0347,-1.0555,-1.0555,-1.0158,-1.0158,-0.98864,-1.0151,-1.0151,-0.83917,-0.83917,-0.85494,-0.85494,-0.79818,-0.79818,-0.78493,-0.78493,-0.74961,-0.90728,-0.90728,-0.74078,-0.74078,-0.62032,-0.62032,-0.696,-0.696,-0.69853,-0.69853,-0.50427,-0.50427,-0.61717,-0.46895,-0.46895,-0.54653,-0.54653,-0.39453,-0.39453,-0.54211,-0.54211,-0.4658,-0.4658,-0.54464,-0.51815,-0.51815,-0.63672,-0.63672,-0.6405,-0.6405,-0.72943,-0.72943,-0.7124,-0.7124,-0.70357,-0.70357,-0.54464,-0.67456,-0.67456,-0.58374,-0.58374,-0.60266,-0.60266,-0.58437,-0.58437,-0.31507,-0.31507,-0.20154,-0.19334,-0.19334,-0.10441,-0.10441,-0.18388,-0.18388,-0.002873,-0.002873,0.1075,0.1075,0.17372,0.17372,0.30238,0.59061,0.59061,0.71801,0.71801,0.80126,0.80126,1.1374,1.1374,1.2579,1.2579,1.4301,1.6962,1.6962,1.8085,1.8085,2.3483,2.3483,2.5527,2.5527,2.4966,2.4966,2.8169,2.8169,1.0
0.094518,0.18122,0.18122,0.40283,0.40283,0.43515,0.43515,0.49569,0.49569,0.55314,0.55314,0.72962,0.72962,0.69525,0.69525,0.91994,0.91994,0.99125,0.8907,0.8907,1.0251,1.0251,0.96047,0.96047,0.98663,0.98663,0.98407,0.98407,1.0313,1.0313,1.0764,1.0764,0.98817,0.98817,1.0774,1.0774,0.96047,0.93944,0.93944,0.85838,0.85838,0.81426,0.81426,0.72911,0.72911,0.74963,0.74963,0.74757,0.74757,0.61778,0.61778,0.58341,0.58341,0.32486,0.41566,0.41566,0.10478,0.10478,0.13556,0.13556,-0.008596,-0.008596,-0.052202,-0.052202,-0.28049,-0.28049,-0.46517,-0.46517,-0.51955,-0.51955,-0.91456,-0.91456,-0.95048,-1.0823,-1.0823,-1.365,-1.365,-1.4486,-1.4486,-1.4578,-1.4578,-1.5215,-1.5215,-1.5938,-1.5938,-1.6338,-1.6338,-1.6225,-1.6225,-1.6553,-1.5897,-1.5897,-1.5497,-1.5497,-1.5999,-1.5999,-1.5753,-1.5753,-1.4301,-1.4301,-1.4014,-1.4014,-1.3327,-1.3327,-1.1398,-1.1398,-1.147,-1.147,-0.99049,-0.82941,-0.82941,-0.65652,-0.65652,-0.53186,-0.53186,-0.498,-0.498,-0.30717,-0.30717,-0.097346,-0.097346,-0.055793,-0.055793,0.17249,0.17249,0.24688,0.4172,0.4172,0.65831,0.65831,0.84966,0.84966,0.92815,0.92815,1.0518,1.0518,1.1775,1.1775,1.5012,1.5012,1.5422,1.5422,1.7695,1.7695,1.0
2.0382,1.7622,1.7622,1.8146,1.8146,1.6717,1.6717,1.5933,1.5933,1.4677,1.1393,1.1393,1.1179,1.1179,1.0183,1.0183,0.88457,0.88457,0.7578,0.58666,0.58666,0.56765,0.56765,0.40573,0.40573,0.38729,0.38729,0.26974,0.15622,0.15622,0.095141,0.095141,-0.044882,-0.044882,-0.2431,-0.2431,-0.30764,-0.51105,-0.51105,-0.488,-0.488,-0.54505,-0.54505,-0.66317,-0.66317,-0.79801,-0.74961,-0.74961,-0.87292,-0.87292,-0.82797,-0.82797,-0.9121,-0.9121,-0.90115,-1.0654,-1.0654,-0.98932,-0.98932,-1.0602,-1.0602,-1.0527,-1.0527,-1.1172,-1.1201,-1.1201,-1.1593,-1.1593,-1.2884,-1.2884,-1.2261,-1.2261,-1.1253,-1.1339,-1.1339,-1.1046,-1.1046,-1.1259,-1.1259,-1.2221,-1.2221,-1.0706,-1.0147,-1.0147,-1.0723,-1.0723,-1.0798,-1.0798,-1.0268,-1.0268,-0.9363,-0.85794,-0.85794,-0.87695,-0.87695,-0.73001,-0.73001,-0.62284,-0.62284,-0.60555,-0.47475,-0.47475,-0.39407,-0.39407,-0.24944,-0.24944,-0.21314,-0.21314,-0.19585,-0.02068,-0.02068,0.040976,0.040976,0.15622,0.15622,0.26109,0.26109,0.39017,0.53595,0.53595,0.64025,0.64025,0.66849,0.66849,0.79699,0.79699,0.90243,1.069,1.069,1.1848,1.1848,1.2493,1.2493,1.3686,1.3686,1.4942,1.5138,1.5138,1.7431,1.7431,1.6947,1.6947,1.7841,1.7841,1.0
-1.2293,-1.1989,-1.1989,-0.94623,-0.94623,-0.90523,-0.78288,-0.78288,-0.5018,-0.5018,-0.46741,-0.18634,-0.18634,-0.18567,-0.18567,-0.067293,0.1159,0.1159,0.45319,0.45319,0.33745,0.33745,0.37647,0.57885,0.57885,0.643,0.643,0.79313,0.74154,0.74154,0.89431,0.89431,0.94987,1.0087,1.0087,0.98955,0.98955,0.90952,0.94987,0.94987,0.85331,0.85331,0.74286,0.74286,0.87381,0.85794,0.85794,0.81561,0.81561,0.92474,0.98293,0.98293,0.85066,0.85066,0.91151,0.9869,0.9869,0.88307,0.88307,0.79313,0.87183,0.87183,0.73294,0.73294,0.59737,0.59737,0.6549,0.47965,0.47965,0.51205,0.51205,0.6807,0.42475,0.42475,0.436,0.436,0.3811,0.34407,0.34407,0.19923,0.19923,0.10863,0.10863,-0.1493,-0.44955,-0.44955,-0.5428,-0.5428,-0.767,-0.96872,-0.96872,-1.2597,-1.2597,-1.3417,-1.4171,-1.4171,-1.6995,-1.6995,-1.8675,-1.8212,-1.8212,-1.726,-1.726,-1.7981,-1.7981,-1.7577,-1.6526,-1.6526,-1.634,-1.634,-1.4971,-1.5163,-1.5163,-1.3027,-1.3027,-1.2359,-1.1413,-1.1413,-1.0706,-1.0706,-0.9211,-0.54876,-0.54876,-0.46741,-0.46741,-0.27165,-0.27165,-0.001819,0.10863,0.10863,0.35134,0.35134,0.59406,0.88175,0.88175,0.95053,0.95053,1.1979,1.6271,1.6271,1.893,1.893,1.969,1.969,1.0
1.4123,1.4123,1.3252,1.3252,1.3368,1.3368,1.1497,1.1497,1.1949,1.1949,1.1074,1.1074,1.0792,1.0792,1.0468,1.0468,0.95184,0.95184,0.92654,0.92654,0.93732,0.93732,0.82158,0.82158,0.83859,0.83859,0.74484,0.74484,0.68551,0.68551,0.70294,0.70294,0.44325,0.44325,0.46026,0.46026,0.46026,0.35364,0.35364,0.32253,0.32253,0.34078,0.34078,0.24578,0.24578,0.29183,0.29183,0.10847,0.10847,0.045831,0.045831,0.093123,0.093123,0.070307,0.070307,-0.20058,-0.20058,-0.2653,-0.2653,-0.36403,-0.36403,-0.43995,-0.43995,-0.60422,-0.60422,-0.78592,-0.78592,-0.83156,-0.83156,-0.92531,-0.92531,-0.92531,-1.1302,-1.1302,-1.1879,-1.1879,-1.3335,-1.3335,-1.4186,-1.4186,-1.5028,-1.5028,-1.5737,-1.5737,-1.5812,-1.5812,-1.5044,-1.5044,-1.5223,-1.5223,-1.4824,-1.4824,-1.4252,-1.4252,-1.3671,-1.3671,-1.141,-1.141,-1.2045,-1.2045,-1.1481,-1.1481,-1.0576,-1.0576,-1.0643,-1.0643,-0.91784,-0.91784,-0.91784,-0.80418,-0.80418,-0.68802,-0.68802,-0.52001,-0.52001,-0.42418,-0.42418,-0.23045,-0.23045,-0.063272,-0.063272,0.15452,0.15452,0.29722,0.29722,0.5175,0.5175,0.87427,0.87427,1.0166,1.0166,1.2368,1.2368,1.5052,1.5052,1.4131,1.4131,1.46,1.46,1.5185,1.5185,1.5799,1.5799,1.5799,1.0
0.50765,0.768,0.768,0.59512,0.59512,0.67031,0.83961,0.83961,0.79971,0.79971,0.85495,0.85495,0.90559,0.73322,0.73322,0.53579,0.53579,0.72657,0.72657,0.66161,0.55215,0.55215,0.83654,0.83654,0.58745,0.58745,0.57926,0.64422,0.64422,0.59307,0.59307,0.51686,0.49333,0.49333,0.53783,0.53783,0.57261,0.57261,0.56545,0.44167,0.44167,0.46469,0.46469,0.43093,0.43093,0.26009,0.2913,0.2913,0.19156,0.19156,0.17007,0.17007,0.009978,0.060615,0.060615,-0.13375,-0.13375,-0.072372,-0.25497,-0.25497,-0.39563,-0.39563,-0.54396,-0.54396,-0.58079,-0.73679,-0.73679,-0.71787,-0.71787,-0.96083,-0.96083,-0.97106,-1.1204,-1.1204,-1.3613,-1.3613,-1.3736,-1.3736,-1.4391,-1.4488,-1.4488,-1.4416,-1.4416,-1.5669,-1.5669,-1.5654,-1.6145,-1.6145,-1.5598,-1.5598,-1.4907,-1.4421,-1.4421,-1.5531,-1.5531,-1.4534,-1.4534,-1.4304,-1.3363,-1.3363,-1.1966,-1.1966,-1.0023,-1.0023,-0.93167,-0.8795,-0.8795,-0.64217,-0.64217,-0.65291,-0.65291,-0.39717,-0.23502,-0.23502,-0.21405,-0.21405,-0.035033,0.016115,0.016115,0.27339,0.27339,0.26214,0.26214,0.44679,0.64831,0.64831,0.81813,0.81813,0.82989,0.82989,1.0294,1.2104,1.2104,1.3322,1.3322,1.5255,1.5255,1.7807,2.1153,2.1153,2.303,2.303,2.2728,2.2728,1.0
-0.45379,-0.34682,-0.34682,-0.16365,-0.16365,-0.18838,-0.18838,-0.11773,-0.11773,0.04323,0.1063,0.1063,-0.01833,-0.01833,0.084606,0.084606,0.17089,0.17089,0.20672,0.20672,0.42217,0.26272,0.26272,0.38181,0.38181,0.36061,0.36061,0.57456,0.57456,0.47061,0.47667,0.47667,0.54176,0.54176,0.43075,0.43075,0.68052,0.68052,0.53066,0.53066,0.64167,0.6563,0.6563,0.62502,0.62502,0.63864,0.63864,0.58919,0.58919,0.58364,0.58364,0.61139,0.40502,0.40502,0.6346,0.6346,0.48676,0.48676,0.52309,0.52309,0.33942,0.1835,0.1835,0.023551,0.023551,-0.004201,-0.004201,-0.081908,-0.081908,-0.31452,-0.31452,-0.4442,-0.69296,-0.69296,-0.86856,-0.86856,-1.1203,-1.1203,-1.2238,-1.2238,-1.193,-1.193,-1.5185,-1.5901,-1.5901,-1.6456,-1.6456,-1.7617,-1.7617,-1.8212,-1.8212,-1.7253,-1.6749,-1.6749,-1.7117,-1.7117,-1.5432,-1.5432,-1.4483,-1.4483,-1.2964,-1.2964,-1.1854,-1.0366,-1.0366,-0.93062,-0.93062,-0.91952,-0.91952,-0.61879,-0.61879,-0.57842,-0.57842,-0.49214,-0.29686,-0.29686,-0.067779,-0.067779,0.021533,0.021533,0.23447,0.23447,0.48373,0.64722,0.64722,0.84653,0.84653,0.95048,0.95048,1.1947,1.1947,1.3395,1.3395,1.5802,1.7351,1.7351,1.9157,1.9157,2.0858,2.0858,2.2528,2.2528,2.5076,2.5076,1.0
-0.5268,-0.5268,-0.47687,-0.47687,-0.61695,-0.61695,-0.42625,-0.42625,-0.38672,-0.38672,-0.45884,-0.45884,-0.59406,-0.59406,-0.4838,-0.4838,-0.43249,-0.43249,-0.47548,-0.47548,-0.44358,-0.44358,-0.39019,-0.39019,-0.20712,-0.20712,-0.19602,-0.19602,-0.42417,-0.42417,-0.35136,-0.35136,0.050843,0.050843,0.11533,0.11533,0.11533,0.058471,0.058471,0.020331,0.020331,0.22767,0.22767,0.19924,0.19924,0.30672,0.30672,0.28661,0.28661,0.16804,0.16804,0.29424,0.29424,0.23461,0.23461,0.052923,0.052923,0.22698,0.22698,0.16942,0.16942,0.026572,0.026572,0.025879,0.025879,-0.25566,-0.25566,-0.15442,-0.15442,-0.51917,-0.51917,-0.51917,-0.73067,-0.73067,-0.79447,-0.79447,-0.94148,-0.94148,-1.1731,-1.1731,-1.2924,-1.2924,-1.3548,-1.3548,-1.2334,-1.2334,-1.1447,-1.1447,-0.99973,-0.99973,-1.0663,-1.0663,-0.97823,-0.97823,-0.89432,-0.89432,-0.81804,-0.81804,-0.85965,-0.85965,-0.79585,-0.79585,-0.65994,-0.65994,-0.5684,-0.5684,-0.56078,-0.56078,-0.56078,-0.31807,-0.31807,-0.2307,-0.2307,0.035587,0.035587,0.10146,0.10146,0.42045,0.42045,0.54527,0.54527,0.78798,0.78798,1.0612,1.0612,1.2782,1.2782,1.161,1.161,1.53,1.53,1.8261,1.8261,2.0043,2.0043,2.3475,2.3475,2.4412,2.4412,2.9321,2.9321,3.1873,3.1873,3.1873,1.0
0.67898,0.6364,0.6364,0.70352,0.70352,0.67747,0.67747,0.84178,0.84178,0.6925,0.6925,0.89488,0.89488,0.74761,0.74761,0.75512,0.75512,0.6895,0.6895,0.83727,0.83727,0.78618,0.78618,0.82074,0.82074,0.84028,0.84028,0.78618,0.78618,0.82575,0.82575,0.81323,0.81323,0.76965,0.76965,0.80271,0.6895,0.6895,0.80872,0.80872,0.71655,0.71655,0.61987,0.61987,0.61736,0.61736,0.45806,0.45806,0.34134,0.34134,0.33583,0.33583,0.26219,0.26219,0.08085,0.08085,-0.045388,-0.045388,-0.19918,-0.19918,-0.23575,-0.23575,-0.48171,-0.48171,-0.54032,-0.54032,-0.65654,-0.65654,-0.83938,-0.83938,-0.89649,-0.89649,-1.0277,-1.2136,-1.2136,-1.1895,-1.1895,-1.2972,-1.2972,-1.3418,-1.3418,-1.4966,-1.4966,-1.5026,-1.5026,-1.5252,-1.5252,-1.5537,-1.5537,-1.6479,-1.6479,-1.6634,-1.6634,-1.6895,-1.6895,-1.5252,-1.5252,-1.5437,-1.5437,-1.44,-1.44,-1.2677,-1.2677,-1.1369,-1.1369,-1.0383,-1.0383,-0.94057,-0.80532,-0.80532,-0.75723,-0.75723,-0.47119,-0.47119,-0.40707,-0.40707,-0.19567,-0.19567,-0.027855,-0.027855,0.11592,0.11592,0.33383,0.33383,0.43301,0.43301,0.54673,0.54673,0.86282,0.86282,1.0432,1.0432,1.1428,1.1428,1.3337,1.3337,1.5316,1.5316,1.6849,1.6849,1.8462,1.8462,1.9524,1.9524,1.0
