@relation ArticularyWordRecognition_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute channel_3_29 numeric
@attribute channel_3_30 numeric
@attribute channel_3_31 numeric
@attribute channel_3_32 numeric
@attribute channel_3_33 numeric
@attribute channel_3_34 numeric
@attribute channel_3_35 numeric
@attribute channel_3_36 numeric
@attribute channel_3_37 numeric
@attribute channel_3_38 numeric
@attribute channel_3_39 numeric
@attribute channel_3_40 numeric
@attribute channel_3_41 numeric
@attribute channel_3_42 numeric
@attribute channel_3_43 numeric
@attribute channel_3_44 numeric
@attribute channel_3_45 numeric
@attribute channel_3_46 numeric
@attribute channel_3_47 numeric
@attribute channel_3_48 numeric
@attribute channel_3_49 numeric
@attribute channel_3_50 numeric
@attribute channel_3_51 numeric
@attribute channel_3_52 numeric
@attribute channel_3_53 numeric
@attribute channel_3_54 numeric
@attribute channel_3_55 numeric
@attribute channel_3_56 numeric
@attribute channel_3_57 numeric
@attribute channel_3_58 numeric
@attribute channel_3_59 numeric
@attribute channel_3_60 numeric
@attribute channel_3_61 numeric
@attribute channel_3_62 numeric
@attribute channel_3_63 numeric
@attribute channel_3_64 numeric
@attribute channel_3_65 numeric
@attribute channel_3_66 numeric
@attribute channel_3_67 numeric
@attribute channel_3_68 numeric
@attribute channel_3_69 numeric
@attribute channel_3_70 numeric
@attribute channel_3_71 numeric
@attribute channel_3_72 numeric
@attribute channel_3_73 numeric
@attribute channel_3_74 numeric
@attribute channel_3_75 numeric
@attribute channel_3_76 numeric
@attribute channel_3_77 numeric
@attribute channel_3_78 numeric
@attribute channel_3_79 numeric
@attribute channel_3_80 numeric
@attribute channel_3_81 numeric
@attribute channel_3_82 numeric
@attribute channel_3_83 numeric
@attribute channel_3_84 numeric
@attribute channel_3_85 numeric
@attribute channel_3_86 numeric
@attribute channel_3_87 numeric
@attribute channel_3_88 numeric
@attribute channel_3_89 numeric
@attribute channel_3_90 numeric
@attribute channel_3_91 numeric
@attribute channel_3_92 numeric
@attribute channel_3_93 numeric
@attribute channel_3_94 numeric
@attribute channel_3_95 numeric
@attribute channel_3_96 numeric
@attribute channel_3_97 numeric
@attribute channel_3_98 numeric
@attribute channel_3_99 numeric
@attribute channel_3_100 numeric
@attribute channel_3_101 numeric
@attribute channel_3_102 numeric
@attribute channel_3_103 numeric
@attribute channel_3_104 numeric
@attribute channel_3_105 numeric
@attribute channel_3_106 numeric
@attribute channel_3_107 numeric
@attribute channel_3_108 numeric
@attribute channel_3_109 numeric
@attribute channel_3_110 numeric
@attribute channel_3_111 numeric
@attribute channel_3_112 numeric
@attribute channel_3_113 numeric
@attribute channel_3_114 numeric
@attribute channel_3_115 numeric
@attribute channel_3_116 numeric
@attribute channel_3_117 numeric
@attribute channel_3_118 numeric
@attribute channel_3_119 numeric
@attribute channel_3_120 numeric
@attribute channel_3_121 numeric
@attribute channel_3_122 numeric
@attribute channel_3_123 numeric
@attribute channel_3_124 numeric
@attribute channel_3_125 numeric
@attribute channel_3_126 numeric
@attribute channel_3_127 numeric
@attribute channel_3_128 numeric
@attribute channel_3_129 numeric
@attribute channel_3_130 numeric
@attribute channel_3_131 numeric
@attribute channel_3_132 numeric
@attribute channel_3_133 numeric
@attribute channel_3_134 numeric
@attribute channel_3_135 numeric
@attribute channel_3_136 numeric
@attribute channel_3_137 numeric
@attribute channel_3_138 numeric
@attribute channel_3_139 numeric
@attribute channel_3_140 numeric
@attribute channel_3_141 numeric
@attribute channel_3_142 numeric
@attribute channel_3_143 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0}

@data
0.38622,0.30811,0.30811,0.26123,0.26123,0.55027,0.55027,0.51903,0.51903,0.54593,0.28727,0.28727,0.2161,0.2161,0.38362,0.38362,0.40619,0.40619,0.43396,0.41921,0.41921,0.5008,0.5008,0.5442,0.5442,0.66919,0.66919,0.74557,0.71693,0.71693,0.86275,0.86275,0.7855,0.7855,0.90615,0.90615,0.83497,0.97212,0.97212,1.0936,1.0936,1.0285,1.0285,1.157,1.157,1.1995,1.1622,1.1622,1.3349,1.3349,1.4981,1.4981,1.4834,1.4834,1.571,1.3141,1.3141,1.3271,1.3271,1.3558,1.3558,1.3341,1.3341,1.2863,1.4313,1.4313,1.2959,1.2959,1.144,1.144,0.76988,0.76988,0.78637,0.59888,0.59888,0.23953,0.23953,-0.20661,-0.20661,-0.22484,-0.22484,-0.49305,-0.55815,-0.55815,-0.71091,-0.71091,-0.47482,-0.47482,-0.40885,-0.40885,-0.5078,-0.5486,-0.5486,-0.51301,-0.51301,-0.64755,-0.64755,-0.58332,-0.58332,-0.75431,-0.74129,-0.74129,-0.84458,-0.84458,-0.91402,-0.91402,-1.1805,-1.1805,-1.0902,-1.2005,-1.2005,-1.0989,-1.0989,-1.2699,-1.2699,-1.368,-1.368,-1.1762,-1.1614,-1.1614,-1.3966,-1.3966,-1.302,-1.302,-1.2499,-1.2499,-1.2248,-1.1501,-1.1501,-1.3376,-1.3376,-1.3376,-1.3376,-1.2534,-1.2534,-1.3281,-1.499,-1.499,-1.381,-1.381,-1.4496,-1.4496,-1.4721,-1.4721,1.0
1.3892,1.378,1.378,1.2937,1.2937,1.329,1.329,1.5804,1.5804,1.6183,1.6183,1.6208,1.3169,1.3169,1.4108,1.4108,1.527,1.527,1.496,1.496,1.3669,1.3669,1.2257,1.2257,1.2721,1.1456,1.1456,0.98029,0.98029,0.96823,0.96823,1.0139,1.0139,0.82618,0.82618,0.67723,0.58769,0.58769,0.71167,0.71167,0.54378,0.54378,0.74525,0.74525,0.60405,0.60405,0.48438,0.48438,0.67637,0.64968,0.64968,0.37331,0.37331,0.49471,0.49471,0.38537,0.38537,0.34748,0.34748,0.20198,0.37676,0.37676,0.33027,0.33027,0.35696,0.35696,0.17099,0.17099,0.17788,0.17788,0.11331,0.11331,0.28205,0.10211,0.10211,0.056482,0.056482,-0.077827,-0.077827,-0.067495,-0.067495,-0.085575,-0.085575,-0.24657,-0.11829,-0.11829,-0.17942,-0.17942,-0.33611,-0.33611,-0.40757,-0.40757,-0.31889,-0.31889,-0.63142,-0.63142,-0.55393,-0.76229,-0.76229,-0.68049,-0.68049,-0.74248,-0.74248,-0.89143,-0.89143,-0.99302,-0.99302,-1.1196,-1.0653,-1.0653,-1.2151,-1.2151,-1.0955,-1.0955,-1.4803,-1.4803,-1.2401,-1.2401,-1.3925,-1.3925,-1.6138,-1.433,-1.433,-1.3684,-1.3684,-1.3176,-1.3176,-1.4502,-1.4502,-1.3348,-1.3348,-1.4631,-1.2789,-1.2789,-1.2978,-1.2978,-1.3538,-1.3538,-1.3606,-1.3606,-1.315,-1.315,-1.3589,-1.3589,1.0
1.2156,1.2256,1.2256,0.90875,0.90875,0.9772,0.9772,0.89414,0.89414,0.94259,0.94259,0.70724,0.70724,0.60034,0.60034,0.62649,0.62649,0.4719,0.60188,0.60188,0.65725,0.65725,0.52266,0.52266,0.24116,0.24116,0.43575,0.43575,0.3373,0.3373,0.44344,0.44344,0.45497,0.45497,0.44498,0.44498,0.51189,0.56803,0.56803,0.48266,0.48266,0.4219,0.4219,0.53189,0.53189,0.38883,0.38883,0.63187,0.63187,0.74878,0.74878,0.84799,0.84799,1.088,1.1741,1.1741,1.5102,1.5102,1.6233,1.6233,1.6702,1.6702,1.9609,1.9609,1.7102,1.7102,1.4087,1.4087,1.201,1.201,1.0064,1.0064,0.58034,0.42344,0.42344,0.25962,0.25962,0.1181,0.1181,0.14118,0.14118,-0.22108,-0.22108,-0.077253,-0.077253,-0.32029,-0.32029,-0.53488,-0.53488,-0.27722,-0.45412,-0.45412,-0.57872,-0.57872,-0.61102,-0.61102,-0.60487,-0.60487,-0.71485,-0.71485,-0.83329,-0.83329,-0.79407,-0.79407,-0.90098,-0.90098,-0.80945,-0.80945,-1.1186,-0.99481,-0.99481,-1.0856,-1.0856,-1.2248,-1.2248,-1.1855,-1.1855,-1.264,-1.264,-1.2901,-1.2901,-1.3455,-1.3455,-1.3194,-1.3194,-1.3009,-1.3878,-1.3878,-1.3209,-1.3209,-1.4678,-1.4678,-1.4278,-1.4278,-1.4886,-1.4886,-1.4017,-1.4017,-1.6562,-1.6562,-1.5378,-1.5378,-1.5832,-1.5832,1.0
0.64772,0.65306,0.65306,0.72011,0.72011,0.80012,0.80012,0.76964,0.76964,0.78107,0.79403,0.79403,0.83136,0.83136,0.76888,0.76888,0.89613,0.89613,0.88013,0.95785,0.95785,0.85194,0.85194,0.94795,0.94795,0.87556,0.87556,0.90909,0.90604,0.90604,0.79936,0.79936,0.72316,0.72316,0.99519,0.99519,0.67439,0.66296,0.66296,0.86489,0.86489,0.90985,0.90985,0.80012,0.80012,1.0097,0.6782,0.6782,0.85499,0.85499,0.80393,0.80393,0.97005,0.97005,0.93271,0.98224,0.98224,0.60277,0.60277,0.80317,0.80317,0.66677,0.66677,0.71021,0.68659,0.68659,0.6142,0.6142,0.60048,0.60048,0.55476,0.55476,0.58219,0.40846,0.40846,0.4778,0.4778,0.16157,0.16157,0.35436,0.35436,0.23015,0.22253,0.22253,0.3696,0.3696,0.35741,0.35741,0.22482,0.22482,0.049561,-0.037306,-0.037306,-0.088359,-0.088359,-0.32381,-0.32381,-0.39163,-0.39163,-0.39163,-0.50974,-0.50974,-0.72996,-0.72996,-0.80463,-0.80463,-0.8374,-0.8374,-0.77491,-1.1163,-1.1163,-1.1224,-1.1224,-1.0035,-1.0035,-1.1772,-1.1772,-1.2458,-1.3959,-1.3959,-1.4439,-1.4439,-1.5179,-1.5179,-1.5331,-1.5331,-1.6382,-1.6634,-1.6634,-1.6977,-1.6977,-1.8821,-1.8821,-1.9499,-1.9499,-1.8242,-1.9362,-1.9362,-1.9697,-1.9697,-1.8348,-1.8348,-1.7221,-1.7221,1.0
-0.10898,0.13862,0.13862,-0.089473,-0.089473,0.039578,0.20314,0.20314,0.036577,0.036577,0.3427,0.26242,0.26242,0.30443,0.30443,0.49501,0.66383,0.66383,0.50927,0.50927,0.71185,0.71185,0.60381,0.65783,0.65783,0.71485,0.71485,0.73361,0.8349,0.8349,0.68859,0.68859,0.94069,0.85891,0.85891,0.90017,0.90017,0.95495,0.98571,0.98571,0.92493,0.92493,0.92268,0.92268,1.0802,0.78088,0.78088,1.0187,1.0187,0.88367,0.98271,0.98271,0.99096,0.99096,1.006,0.91968,0.91968,0.95495,0.95495,1.0285,0.99771,0.99771,1.051,1.051,1.0487,1.0487,0.97671,1.09,1.09,1.0442,1.0442,1.0795,0.96245,0.96245,0.95345,0.95345,0.84465,0.67583,0.67583,0.87091,0.87091,0.5858,0.5858,0.51377,0.40648,0.40648,0.23241,0.23241,0.095851,0.19039,0.19039,-0.076718,-0.076718,-0.29656,-0.4091,-0.4091,-0.46012,-0.46012,-0.5284,-0.6552,-0.6552,-0.81502,-0.81502,-0.84578,-0.84578,-0.86454,-0.9043,-0.9043,-1.0761,-1.0761,-1.0274,-1.0821,-1.0821,-1.2659,-1.2659,-1.2795,-1.2855,-1.2855,-1.5623,-1.5623,-1.5713,-1.515,-1.515,-1.38,-1.38,-1.6148,-1.6148,-1.6171,-1.5983,-1.5983,-1.6066,-1.6066,-1.4648,-1.6764,-1.6764,-1.6591,-1.6591,-1.6501,-1.5608,-1.5608,-1.7116,-1.7116,-1.8309,-1.8309,1.0
0.56036,0.56036,0.78405,0.78405,0.66063,0.66063,0.71784,0.71784,0.88175,0.88175,0.79626,0.79626,0.91453,0.91453,0.97753,0.97753,0.88239,0.88239,0.85925,0.85925,0.87854,0.87854,0.96917,0.96917,0.94025,0.94025,1.0727,1.0727,1.1408,1.1408,1.1119,1.1119,1.0964,1.0964,1.1845,1.1845,1.1845,1.1832,1.1832,1.2424,1.2424,1.1093,1.1093,1.2829,1.2829,1.1594,1.1594,1.1877,1.1877,1.1864,1.1864,1.2128,1.2128,0.9936,0.9936,0.98717,0.98717,0.96917,0.96917,0.85925,0.85925,0.75898,0.75898,0.53079,0.53079,0.42923,0.42923,0.37459,0.37459,0.010771,0.010771,0.010771,-0.00337,-0.00337,-0.29841,-0.29841,-0.37812,-0.37812,-0.56903,-0.56903,-0.65195,-0.65195,-0.75093,-0.75093,-0.36076,-0.36076,-0.22899,-0.22899,-0.18721,-0.18721,-0.36912,-0.36912,-0.63266,-0.63266,-0.40319,-0.40319,-0.43404,-0.43404,-0.46039,-0.46039,-0.52596,-0.52596,-0.59474,-0.59474,-0.8435,-0.8435,-0.80879,-0.80879,-0.80879,-0.87885,-0.87885,-0.89428,-0.89428,-1.0222,-1.0222,-0.98362,-0.98362,-1.0987,-1.0987,-1.082,-1.082,-1.0955,-1.0955,-1.1829,-1.1829,-1.2986,-1.2986,-1.2607,-1.2607,-1.4779,-1.4779,-1.5531,-1.5531,-1.7209,-1.7209,-1.7633,-1.7633,-1.6238,-1.6238,-1.7762,-1.7762,-1.924,-1.924,-1.924,1.0
1.033,1.1456,1.1456,0.89066,0.89066,1.0082,1.0096,1.0096,0.93527,0.93527,0.86588,0.86588,0.97563,0.86801,0.86801,0.76321,0.76321,0.6832,0.6832,0.6478,0.98696,0.98696,0.788,0.788,0.94094,0.94094,0.94306,0.71082,0.71082,1.0457,1.0457,1.0238,0.82552,0.82552,0.80995,0.80995,1.0755,1.0755,0.96289,1.1597,1.1597,1.13,1.13,0.99758,0.99758,1.1569,1.205,1.205,1.2674,1.2674,1.0429,1.0429,0.89562,0.97138,0.97138,0.93315,0.93315,0.92819,0.83544,0.83544,0.78587,0.78587,0.71931,0.71931,0.57699,0.4722,0.4722,0.38299,0.38299,0.50619,0.50619,0.32705,0.2959,0.2959,0.029665,0.029665,0.00205,0.00205,-0.092121,-0.20754,-0.20754,-0.32649,-0.32649,-0.36826,-0.36826,-0.16505,-0.21391,-0.21391,-0.23798,-0.23798,-0.38455,-0.28896,-0.28896,-0.24365,-0.24365,-0.53395,-0.53395,-0.56086,-0.6529,-0.6529,-0.62033,-0.62033,-0.77681,-0.77681,-0.67485,-0.71875,-0.71875,-1.0161,-1.0161,-0.90356,-0.90356,-1.1096,-1.0827,-1.0827,-1.1174,-1.1174,-1.3482,-1.2866,-1.2866,-1.4275,-1.4275,-1.487,-1.487,-1.487,-1.7037,-1.7037,-1.6024,-1.6024,-1.5663,-1.5663,-1.4332,-1.4566,-1.4566,-1.5557,-1.5557,-1.5925,-1.5925,-1.4941,-1.6654,-1.6654,-1.6336,-1.6336,-1.6598,-1.6598,1.0
0.88881,0.92826,0.92826,0.87698,0.87698,1.0157,1.0157,0.90328,0.90328,0.64029,0.91445,0.91445,0.69355,0.69355,0.79743,0.79743,0.60479,0.60479,0.76061,0.76061,0.70012,0.77376,0.77376,0.72313,0.72313,0.75272,0.75272,0.6186,0.6186,0.64424,0.71064,0.71064,0.81781,0.81781,0.78033,0.78033,0.70604,0.70604,0.62846,0.62846,0.75995,0.66002,0.66002,0.71524,0.71524,0.80269,0.80269,0.77902,0.77902,0.81255,0.81255,0.95325,0.99532,0.99532,0.94799,0.94799,1.019,1.019,0.87698,0.87698,1.0893,1.1137,1.1137,1.0164,1.0164,1.1038,1.1038,1.0584,1.0584,1.0788,1.0788,0.9184,1.0111,1.0111,0.98152,0.98152,0.76455,0.76455,0.61136,0.61136,0.37731,0.37731,0.35561,0.00321,0.00321,-0.27227,-0.27227,-0.43269,-0.43269,-0.81731,-0.81731,-0.87187,-0.99811,-0.99811,-1.0763,-1.0763,-1.2295,-1.2295,-0.79561,-0.79561,-0.93696,-0.93696,-0.97773,-1.1901,-1.1901,-1.15,-1.15,-1.0888,-1.0888,-1.2157,-1.2157,-1.2309,-1.2309,-1.0724,-1.194,-1.194,-1.29,-1.29,-1.3301,-1.3301,-1.1697,-1.1697,-1.29,-1.3558,-1.3558,-1.4314,-1.4314,-1.3597,-1.3597,-1.3617,-1.3617,-1.4787,-1.4787,-1.438,-1.4741,-1.4741,-1.3893,-1.3893,-1.4038,-1.4038,-1.4077,-1.4077,-1.3051,-1.3051,1.0
1.3835,1.3835,1.2029,1.2029,1.2476,1.2476,1.3712,1.3712,1.1919,1.1919,1.1492,1.1492,1.0501,1.0501,1.0721,1.0721,1.0637,1.0637,1.1977,1.1977,1.0676,1.0676,0.99055,0.99055,1.0287,1.0287,0.86366,0.86366,0.96077,0.96077,0.87855,0.87855,0.72707,0.72707,0.80346,0.80346,0.80346,0.70764,0.70764,0.66233,0.66233,0.74908,0.74908,0.81381,0.81381,0.63514,0.63514,0.81511,0.81511,0.80799,0.80799,0.83065,0.83065,0.76785,0.76785,0.86949,0.86949,0.84424,0.84424,0.84748,0.84748,0.89862,0.89862,0.84812,0.84812,0.65068,0.65068,0.75943,0.75943,0.68758,0.68758,0.68758,0.29915,0.29915,-0.058848,-0.058848,-0.17926,-0.17926,-0.46669,-0.46669,-0.50036,-0.50036,-0.70752,-0.70752,-0.50813,-0.50813,-0.3165,-0.3165,-0.31715,-0.31715,-0.53337,-0.53337,-0.49777,-0.49777,-0.74507,-0.74507,-0.72629,-0.72629,-0.81757,-0.81757,-0.82858,-0.82858,-0.92763,-0.92763,-0.85253,-0.85253,-0.79297,-0.79297,-0.79297,-0.88814,-0.88814,-0.85318,-0.85318,-1.0351,-1.0351,-1.0234,-1.0234,-1.1561,-1.1561,-1.2092,-1.2092,-1.2228,-1.2228,-1.2915,-1.2915,-1.3614,-1.3614,-1.3076,-1.3076,-1.395,-1.395,-1.5174,-1.5174,-1.5148,-1.5148,-1.507,-1.507,-1.654,-1.654,-1.7589,-1.7589,-1.7479,-1.7479,-1.7479,1.0
0.62031,0.58251,0.58251,0.66038,0.66038,0.52807,0.52807,0.70876,0.70876,0.67701,0.67701,0.75564,0.75564,0.84031,0.84031,0.74354,0.74354,0.93103,0.93103,0.97715,0.97715,0.95976,0.95976,1.0928,1.0928,1.145,1.145,1.1147,1.1147,1.0218,1.0218,1.1011,1.1011,1.1405,1.1405,1.1533,1.1382,1.1382,1.2281,1.2281,1.1677,1.1677,1.1654,1.1654,1.1208,1.1208,1.1034,1.1034,1.1488,1.1488,1.1903,1.1903,1.0444,1.0444,1.1238,1.1238,1.0875,1.0875,0.83275,0.83275,0.9333,0.9333,0.88945,0.88945,0.7443,0.7443,0.56814,0.56814,0.42828,0.42828,0.22869,0.22869,0.24306,0.10924,0.10924,-0.10396,-0.10396,-0.14781,-0.14781,-0.27104,-0.27104,-0.45324,-0.45324,-0.58479,-0.58479,-0.69592,-0.69592,-0.91214,-0.91214,-0.97036,-0.97036,-0.80781,-0.80781,-0.48499,-0.48499,-0.33076,-0.33076,-0.39578,-0.39578,-0.60444,-0.60444,-0.70499,-0.70499,-0.76396,-0.76396,-0.75716,-0.75716,-0.85166,-0.82369,-0.82369,-1.046,-1.046,-1.1049,-1.1049,-0.98775,-0.98775,-1.1873,-1.1873,-1.1314,-1.1314,-1.2304,-1.2304,-1.3574,-1.3574,-1.3469,-1.3469,-1.2796,-1.2796,-1.4466,-1.4466,-1.4572,-1.4572,-1.548,-1.548,-1.4852,-1.4852,-1.6992,-1.6992,-1.5343,-1.5343,-1.6024,-1.6024,-1.5578,-1.5578,1.0
